Unique ID,Unique Lake,sampledate,LSWT (°C)
NOR131970,NOR12087,12/08/2015,18.55
NOR131972,NOR12088,26/08/2015,18.4
NOR131974,NOR12089,31/08/2015,18.08
NOR131976,NOR12090,19/08/2015,18.97
NOR131978,NOR12091,12/08/2015,17.86
NOR132614,NOR12093,19/08/2015,18.85
NOR132616,NOR12094,31/08/2015,18.59
POL132637,POL12101,28/07/2015,20.1
POL132639,POL12102,02/08/2015,22.9
POL132641,POL12103,02/08/2015,22.9
POL132644,POL12104,03/08/2015,23.3
POL132646,POL12105,04/08/2015,24.2
POL132647,POL12106,03/08/2015,23.07
POL132649,POL12107,30/07/2015,20.65
POL132651,POL12108,12/08/2015,28.7
POL132654,POL12109,02/08/2015,24.1
POL132655,POL12110,03/08/2015,22.85
POL132698,POL12113,24/07/2015,23.7
POL132701,POL12115,14/08/2015,25.1
POL132702,POL12115,04/08/2015,25.2
POL132704,POL12116,10/08/2015,27
POL132705,POL12117,14/08/2015,26.7
POL132708,POL12118,28/08/2015,21.31
POL132710,POL12119,29/08/2015,21.7
POL132712,POL12120,02/08/2015,21.2
POL132714,POL12121,31/08/2015,23.07
POL132716,POL12122,12/08/2015,27.8
POL132717,POL12123,12/08/2015,27.5
POL132720,POL12124,12/08/2015,27.5
POL132740,POL12126,12/08/2015,25.7
POL132742,POL12127,12/08/2015,26.5
POL132744,POL12128,25/08/2015,20.85
POL132746,POL12129,12/08/2015,25
POL132748,POL12130,26/08/2015,21.14
POL132752,POL12133,31/08/2015,20.92
POL132753,POL12133,31/08/2015,21.52
POL132754,POL12133,31/08/2015,22
POL132756,POL12134,26/08/2015,21.3
POL132758,POL12135,01/09/2015,22.36
POL132760,POL12136,26/08/2015,21.63
POL132780,POL12138,06/08/2015,23.77
POL132781,POL12139,08/08/2015,29.4
POL132801,POL12141,26/08/2015,21.1
POL132806,POL12142,05/08/2015,23.4
POL132810,POL12145,06/08/2015,23.8
POL132821,POL12150,25/08/2015,21.3
POL132824,POL12152,27/08/2015,20.52
POL132827,POL12153,27/08/2015,20.78
POL132850,POL12161,05/08/2015,22.38
POL132853,POL12163,21/07/2015,21.8
POL132855,POL12164,22/07/2015,24
POL132861,POL12167,22/07/2015,23.5
POL132863,POL12168,22/07/2015,21.3
POL132864,POL12169,08/08/2015,28.3
POL132890,POL12172,17/07/2015,21.95
POL132892,POL12173,24/07/2015,20
POL132896,POL12177,03/10/2015,9.1
POL132901,POL12181,11/08/2015,24.1
POL132902,POL12182,16/07/2015,21
POL132903,POL12183,20/08/2015,22.03
POL132904,POL12184,16/07/2015,21.22
POL132905,POL12185,11/08/2015,26.8
POL132906,POL12186,20/08/2015,22.8
POL132907,POL12187,11/08/2015,24.9
POL132908,POL12188,27/08/2015,21.37
POL132909,POL12189,11/08/2015,26.99
POL132910,POL12190,17/07/2015,21.4
POL132911,POL12191,22/07/2015,24.6
POL132913,POL12193,10/08/2015,25.6
POL132917,POL12197,25/08/2015,21.32
POL132918,POL12198,31/08/2015,21.42
POL132931,POL12205,26/08/2015,21.12
PRT132942,PRT12206,08/09/2015,21.17
PRT132943,PRT12207,08/09/2015,22.29
PRT132946,PRT12208,07/09/2015,21.53
PRT132948,PRT12209,06/08/2015,24.32
PRT132950,PRT12210,06/08/2015,24.78
PRT132951,PRT12211,08/08/2015,20.41
PRT133418,PRT12213,10/09/2015,15.21
PRT133421,PRT12214,05/08/2015,24.98
PRT133423,PRT12215,09/09/2015,14.8
PRT133425,PRT12216,07/08/2015,23.94
RUS133582,RUS12233,17/08/2015,20.8
RUS133893,RUS12233,18/08/2015,19.53
SVK133943,SVK12254,18/08/2015,25.98
SVK133946,SVK12255,26/08/2015,21.72
SVK133947,SVK12256,18/08/2015,25.96
SVK133948,SVK12257,13/08/2015,28.54
SVN133951,SVN12258,06/08/2015,23.9
SVN133953,SVN12259,06/08/2015,27.3
SVN133955,SVN12260,06/08/2015,26
SVN133958,SVN12261,06/08/2015,24.17
SWE138144,SWE12459,20/08/2015,20.43
SWE138145,SWE12460,10/07/2015,18.91
SWE138147,SWE12461,13/07/2015,18.92
SWE138185,SWE12463,19/08/2015,19.66
SWE138186,SWE12464,22/07/2015,19.27
SWE138188,SWE12465,05/08/2015,19.09
SWE138190,SWE12466,04/09/2015,17.7
SWE138193,SWE12467,04/09/2015,18.7
SWE138202,SWE12469,06/08/2015,18.94
SWE138203,SWE12470,04/09/2015,16.7
SWE138206,SWE12471,25/07/2015,17.84
SWE138207,SWE12472,25/07/2015,17.73
TUR138616,TUR12512,20/08/2015,27.5
TUR138620,TUR12513,14/08/2015,30.36
TUR138621,TUR12514,14/08/2015,31.25
TUR138623,TUR12515,13/08/2015,31
TUR138625,TUR12516,13/08/2015,29.28
TUR138628,TUR12517,18/08/2015,28.6
TUR138630,TUR12518,19/08/2015,31.16
TUR138632,TUR12519,20/08/2015,30.97
TUR138634,TUR12520,20/08/2015,30.7
TUR138650,TUR12522,25/08/2015,24.7
TUR138652,TUR12523,21/08/2015,25.8
TUR138665,TUR12525,21/08/2015,29.3
TUR138682,TUR12527,25/08/2015,26.2
TUR138684,TUR12528,06/08/2015,25.1
TUR138699,TUR12529,12/08/2015,26.4
TUR138700,TUR12529,12/08/2015,26.9
TUR138702,TUR12530,11/08/2015,26.2
TUR138704,TUR12531,13/08/2015,26.1
TUR138705,TUR12532,11/08/2015,26.55
TUR138809,TUR12534,11/08/2015,26.86
TUR138916,TUR12537,27/08/2015,24.11
TUR138921,TUR12539,07/09/2015,21.8
TUR138923,TUR12540,11/08/2015,23.97
TUR138925,TUR12541,07/08/2015,26.3
TUR138928,TUR12542,10/08/2015,26.4
TUR138929,TUR12542,10/08/2015,25.5
TUR138931,TUR12543,26/08/2015,22.11
TUR138933,TUR12544,01/09/2015,20.59
TUR138934,TUR12545,05/09/2015,23.7
TUR138938,TUR12547,18/08/2015,25
TUR138939,TUR12548,02/09/2015,21.84
TUR138940,TUR12549,02/09/2015,22.6
TUR138944,TUR12550,02/09/2015,17.88
TUR138946,TUR12552,21/08/2015,32.86
TUR138948,TUR12553,04/09/2015,19.8
TUR138953,TUR12555,01/09/2015,21.48
TUR138954,TUR12556,13/08/2015,26.7
TUR138959,TUR12558,01/09/2015,21.06
TUR138961,TUR12559,02/09/2015,22.82
TUR138964,TUR12561,01/09/2015,20.71
TUR138965,TUR12562,14/08/2015,27.5
CAN100982,CAN10127,24/07/2018,23.5
CAN100987,CAN10132,05/06/1973,16
CAN100988,CAN10132,08/11/1973,3
CAN100989,CAN10132,24/09/1973,14.5
CAN100990,CAN10132,20/01/1974,1
CAN100992,CAN10134,10/09/2018,19.85
CAN100993,CAN10134,10/09/2018,20
CAN100994,CAN10135,05/09/2008,20.6
CAN100998,CAN10139,26/08/1974,22.5
CAN100999,CAN10140,03/09/1974,22.5
CAN101003,CAN10142,27/08/1974,24
CAN101004,CAN10143,24/08/2017,19.2
CAN101006,CAN10145,23/08/2017,22.7
CAN101008,CAN10146,28/08/1974,21
CAN101009,CAN10147,27/08/1974,23.8
CAN101010,CAN10148,24/07/2018,24
CAN101023,CAN10154,16/09/2003,20.4
CAN101024,CAN10155,20/08/1974,23.8
CAN101029,CAN10158,13/08/2008,23.5
CAN101033,CAN10161,23/08/1974,27.8
CAN101037,CAN10162,22/08/2017,24.4
CAN101040,CAN10163,16/08/1999,22
CAN101045,CAN10166,19/08/1998,23
CAN101052,CAN10168,22/08/1974,22
CAN104569,CAN10170,02/09/1998,22
CAN104580,CAN10176,30/08/2005,22.6
CAN104587,CAN10179,14/08/2008,21.7
CAN104590,CAN10181,28/08/1974,21.5
CAN104595,CAN10182,18/08/2016,15.55
CAN104596,CAN10183,18/08/2016,15
CAN104597,CAN10183,18/08/2016,20.7
CAN104598,CAN10183,18/08/2016,20.6
CAN104600,CAN10185,18/08/2016,16.2
CAN104601,CAN10185,18/08/2016,20.6
CAN104605,CAN10187,29/08/2000,23
CAN104608,CAN10189,30/08/2000,22
CAN104611,CAN10192,22/09/1998,18
CAN104612,CAN10193,20/08/1974,22.8
CAN104617,CAN10194,11/08/1998,24
CAN104618,CAN10195,27/08/1974,23
CAN104624,CAN10197,10/08/1999,23
CAN104630,CAN10200,02/10/1998,15
CAN104633,CAN10201,07/07/2004,21.3
CAN104635,CAN10202,07/07/2004,20.3
CAN104647,CAN10209,14/08/2003,23.3
CAN104652,CAN10210,22/08/1974,22
CAN104656,CAN10212,13/08/1998,22
CAN104658,CAN10213,29/08/2017,19.25
CAN104659,CAN10213,29/08/2017,23.6
CAN104661,CAN10213,26/08/2015,19.4
CAN104662,CAN10213,30/08/2016,19.05
CAN104663,CAN10213,29/08/2018,21.8
CAN104664,CAN10213,29/08/2018,25.8
CAN104665,CAN10213,30/08/2016,22.1
CAN104666,CAN10213,14/08/2008,21.5
CAN104671,CAN10216,27/09/2006,17.3
CAN104672,CAN10217,29/08/2017,17.05
CAN104673,CAN10217,29/08/2017,22.5
CAN104674,CAN10217,30/08/2016,17.55
CAN104676,CAN10217,29/08/2018,16.9
CAN104677,CAN10217,29/08/2018,24.5
CAN104678,CAN10217,26/08/2015,16.9
CAN104680,CAN10217,30/08/2016,22.6
CAN104683,CAN10217,26/08/2015,25.5
CAN104684,CAN10217,13/08/2008,23.6
CAN104687,CAN10219,25/08/2015,23.35
CAN104688,CAN10219,29/08/2017,18.8
CAN104689,CAN10219,30/08/2018,21.6
CAN104690,CAN10219,30/08/2018,24.6
CAN104691,CAN10219,29/08/2017,21.2
CAN104693,CAN10219,14/08/2008,21.5
CAN104694,CAN10219,31/08/2016,19.65
CAN104695,CAN10219,31/08/2016,23.1
CAN104696,CAN10219,25/08/2015,28.5
CAN104701,CAN10223,22/08/2006,23.4
CAN104702,CAN10224,14/08/2003,24.9
CAN104703,CAN10225,29/08/2005,23
CAN104707,CAN10227,13/08/1998,23
CAN104709,CAN10228,14/08/2008,21.1
CAN104711,CAN10229,06/08/2006,22
CAN104712,CAN10230,31/08/2000,22
CAN104716,CAN10233,23/08/2006,22.1
CAN104722,CAN10238,29/08/2000,23.5
CAN104726,CAN10242,31/08/2016,19.9
CAN104727,CAN10242,30/08/2018,24.4
CAN104728,CAN10242,30/08/2017,21.2
CAN104729,CAN10242,30/08/2018,20.8
CAN104730,CAN10242,25/08/2015,28.7
CAN104731,CAN10242,30/08/2017,17.85
CAN104733,CAN10242,31/08/2016,23.9
CAN104734,CAN10242,25/08/2015,21.15
CAN104736,CAN10242,14/08/2008,21.2
CAN104739,CAN10243,14/08/2003,23.5
CAN104741,CAN10245,06/08/2006,16.9
CAN104746,CAN10248,06/09/2006,21.6
CAN104748,CAN10250,26/02/1997,1.1
CAN104749,CAN10250,02/12/1996,4.8
CAN104750,CAN10250,17/11/1997,6.3
CAN104751,CAN10250,13/05/1997,8.9
CAN104752,CAN10250,11/09/1996,19.9
CAN104753,CAN10251,13/05/1997,11.6
CAN104754,CAN10251,17/11/1997,3.8
CAN104755,CAN10251,02/12/1996,3.5
CAN104756,CAN10251,11/09/1996,20.5
CAN104757,CAN10251,26/02/1997,0.8
CAN104758,CAN10251,13/05/1997,10.5
CAN104759,CAN10251,26/02/1997,0.8
CAN104760,CAN10251,11/09/1996,21
CAN104761,CAN10251,01/09/1998,22
CAN104770,CAN10254,23/09/1998,16
CAN104773,CAN10257,21/06/1995,17.4
CAN104774,CAN10257,21/06/1995,18.9
CAN104775,CAN10258,07/08/2003,22.3
CAN104779,CAN10262,16/08/2006,15.2
CAN104780,CAN10262,16/08/2006,15.2
CAN104782,CAN10264,28/08/1974,22.2
CAN104794,CAN10273,10/09/2018,13.35
CAN104795,CAN10273,10/09/2018,20.5
CAN104798,CAN10275,14/09/2005,18.6
CAN104808,CAN10282,24/08/2004,20.9
CAN104809,CAN10283,02/08/2005,24.2
CAN104817,CAN10287,16/08/1998,22
CAN104920,CAN10292,26/08/1997,20
CAN104921,CAN10292,16/08/1998,21
CAN104922,CAN10292,19/07/1998,23
CAN104923,CAN10292,26/08/1997,21
CAN105388,CAN10327,20/08/1996,21
CAN105422,CAN10329,28/06/1988,15
CAN105423,CAN10329,28/06/1988,13.5
CAN105424,CAN10329,06/06/1986,10
CAN105426,CAN10329,18/07/1990,12.5
CAN105427,CAN10329,18/07/1990,14
CAN105428,CAN10329,06/06/1986,12
CAN105430,CAN10329,11/09/1989,16
CAN105431,CAN10329,11/09/1989,13.5
CAN105432,CAN10330,20/08/1996,20
CAN105468,CAN10332,28/06/1988,13.5
CAN105470,CAN10332,28/06/1988,15
CAN105471,CAN10332,18/07/1990,11.5
CAN105472,CAN10332,06/06/1986,10.5
CAN105473,CAN10332,06/06/1986,13
CAN105474,CAN10332,18/07/1990,13
CAN105476,CAN10332,11/09/1989,13
CAN105477,CAN10332,11/09/1989,15
CAN105503,CAN10339,18/07/1990,13.5
CAN105504,CAN10339,11/09/1989,12
CAN105505,CAN10339,11/09/1989,12
CAN105508,CAN10339,06/06/1986,10.25
CAN105509,CAN10339,06/06/1986,11
CAN105510,CAN10339,28/06/1988,13.5
CAN105511,CAN10339,18/07/1990,14
CAN105512,CAN10339,28/06/1988,14
CAN105554,CAN10368,24/09/1998,14
CAN105559,CAN10372,24/09/1998,15
CAN105564,CAN10376,13/05/1997,9.9
CAN105565,CAN10376,26/02/1997,0.8
CAN105566,CAN10376,17/11/1997,4
CAN105567,CAN10376,11/09/1996,19.9
CAN105601,CAN10398,25/06/2003,18.2
CAN105609,CAN10402,24/06/2003,18.7
CAN105643,CAN10416,22/08/1996,22
CAN105650,CAN10422,15/08/2008,21.3
CAN105663,CAN10429,02/09/1998,22
CAN105693,CAN10445,29/08/2005,22.3
CAN105696,CAN10447,30/10/1997,6
CAN105698,CAN10447,16/08/1998,20
CAN105845,CAN10475,28/06/1988,15
CAN105846,CAN10475,18/07/1990,10
CAN105857,CAN10481,18/06/1986,12.5
CAN105858,CAN10481,18/07/1990,14
CAN105860,CAN10482,11/09/1989,10.75
CAN105873,CAN10483,28/06/1988,7.5
CAN106127,CAN10511,11/09/1989,13
JPN111865,JPN11040,10/04/2001,19.5
JPN111866,JPN11040,17/02/2005,7.5
JPN111867,JPN11040,10/02/1993,4
JPN111869,JPN11040,13/02/1980,2.2
JPN111870,JPN11040,14/02/1984,1
JPN111871,JPN11040,10/01/2012,17.5
JPN111874,JPN11040,30/10/2013,20.2
JPN111875,JPN11040,04/12/2017,10.6
JPN111876,JPN11040,03/02/1987,2.5
JPN111877,JPN11040,17/02/2015,4.1
JPN111878,JPN11040,10/05/1983,22
JPN111879,JPN11040,07/02/2006,5.5
JPN111880,JPN11040,07/06/1989,24.3
JPN111881,JPN11040,14/12/1999,8.5
JPN111883,JPN11040,12/02/2013,4.4
JPN111884,JPN11040,02/02/1988,6.2
JPN111886,JPN11040,06/05/1981,18
JPN111887,JPN11040,04/12/1984,12
JPN111888,JPN11040,05/11/1984,19.5
JPN111890,JPN11040,13/04/2006,13
JPN111891,JPN11040,04/06/2002,29
JPN111892,JPN11040,12/06/1990,30
JPN111893,JPN11040,06/04/1999,15
JPN111894,JPN11040,16/02/1998,11
JPN111897,JPN11040,01/08/2017,31.5
JPN111898,JPN11040,20/12/2018,8.5
JPN111899,JPN11040,09/02/1982,2
JPN111900,JPN11040,03/07/1984,31
JPN111901,JPN11040,11/04/1995,11.8
JPN111903,JPN11040,02/02/2016,8.5
JPN111904,JPN11040,06/06/1984,26
JPN111906,JPN11040,06/02/1989,7
JPN111907,JPN11040,05/02/2002,8.5
JPN111908,JPN11040,11/08/2015,30.5
JPN111909,JPN11040,11/04/1994,19.5
JPN111910,JPN11040,13/04/1993,15
JPN111911,JPN11040,08/02/1994,9.5
JPN111915,JPN11040,05/10/2017,23
JPN111916,JPN11040,19/04/2018,23.5
JPN111917,JPN11040,07/08/2007,30.5
JPN111918,JPN11040,17/04/1990,13.5
JPN111919,JPN11040,16/04/1991,20.5
JPN111920,JPN11040,06/02/2001,10
JPN111923,JPN11040,10/11/1980,16
JPN111924,JPN11040,03/08/1983,27
JPN111926,JPN11040,09/04/2002,17
JPN111927,JPN11040,18/02/1992,10.5
JPN111929,JPN11040,06/04/2013,24
JPN111930,JPN11040,20/10/1986,14.3
JPN111934,JPN11040,12/04/2016,15
JPN111935,JPN11040,17/12/2013,9.4
JPN111936,JPN11040,01/10/1984,24
JPN111937,JPN11040,14/04/2009,18.5
JPN111938,JPN11040,05/12/2000,14
JPN111939,JPN11040,16/02/1999,8
JPN111943,JPN11040,20/04/1987,20
JPN111944,JPN11040,04/02/1986,20
JPN111945,JPN11040,05/02/2008,4
JPN111946,JPN11040,13/02/1990,7.1
JPN111947,JPN11040,14/02/2012,3.8
JPN111948,JPN11040,20/02/1996,4
JPN111953,JPN11040,02/08/2016,31.6
JPN111954,JPN11040,13/02/2007,10
JPN111961,JPN11040,15/06/1999,30
JPN111962,JPN11040,08/12/1998,11.5
JPN111963,JPN11040,21/11/1988,10
JPN111964,JPN11040,10/02/2000,4
JPN111965,JPN11040,09/02/2011,7
JPN111968,JPN11040,04/06/2018,27.3
JPN111969,JPN11040,05/08/2003,32
JPN111970,JPN11040,18/04/2000,23
JPN111971,JPN11040,20/11/1989,9.3
JPN111973,JPN11040,21/10/1985,20
JPN111974,JPN11040,23/05/1980,30.6
JPN111975,JPN11040,01/08/1984,28.5
JPN111978,JPN11040,31/07/1989,29.5
JPN111979,JPN11040,05/06/2001,28
JPN111980,JPN11040,02/06/2009,27
JPN111982,JPN11040,11/08/1980,31
JPN111983,JPN11040,23/04/1984,10
JPN111984,JPN11040,04/06/2013,27
JPN111985,JPN11040,03/12/2002,12
JPN111986,JPN11040,03/08/2010,32
JPN111987,JPN11040,17/04/1989,21
JPN111988,JPN11040,18/02/1997,0.1
JPN111989,JPN11040,04/10/2018,21
JPN111990,JPN11040,07/02/2019,13.7
JPN111991,JPN11040,05/08/2008,30
JPN111992,JPN11040,09/06/1992,22.5
JPN111993,JPN11040,09/10/2001,26
JPN111994,JPN11040,11/06/1991,28
JPN111995,JPN11040,12/10/2004,25.5
JPN111997,JPN11040,09/11/1983,11
JPN111998,JPN11040,24/02/2014,6.8
JPN111999,JPN11040,14/12/2012,7
JPN112000,JPN11040,08/04/2014,17.3
JPN112001,JPN11040,03/08/1987,32
JPN112002,JPN11040,25/04/1988,20
JPN112003,JPN11040,08/12/1997,12.5
JPN112007,JPN11040,06/06/2017,26.8
JPN112011,JPN11040,06/10/2009,19.4
JPN112012,JPN11040,01/10/1996,25
JPN112015,JPN11040,12/04/2005,12
JPN112016,JPN11040,16/10/1995,26.7
JPN112017,JPN11040,30/11/1993,15.5
JPN112022,JPN11040,17/02/2004,6.5
JPN112027,JPN11040,01/04/2003,17.2
JPN112028,JPN11040,09/10/2007,21
JPN112030,JPN11040,01/08/1988,30
JPN112031,JPN11040,04/12/1995,11.5
JPN112032,JPN11040,14/04/2017,24.3
JPN112033,JPN11040,05/06/1995,20
JPN112034,JPN11040,06/12/2011,10.3
JPN112039,JPN11040,03/06/2014,29.7
JPN112040,JPN11040,04/02/2003,10
JPN112041,JPN11040,04/12/2001,12
JPN112043,JPN11040,08/06/1993,25
JPN112046,JPN11040,13/12/2016,7
JPN112050,JPN11040,05/08/1985,32
JPN112051,JPN11040,07/06/1994,30
JPN112052,JPN11040,19/10/1999,18.5
JPN112053,JPN11040,09/04/1996,11
JPN112056,JPN11040,05/10/2010,21.2
JPN112057,JPN11040,01/08/1994,34.9
JPN112062,JPN11040,19/08/2014,33.1
JPN112063,JPN11040,04/10/2005,21.5
JPN112065,JPN11040,09/10/2014,24.8
JPN112066,JPN11040,21/04/1986,22.5
JPN112068,JPN11040,14/04/1992,9.5
JPN112069,JPN11040,07/06/2011,19.3
JPN112070,JPN11040,09/08/2002,34
JPN112073,JPN11040,05/08/1981,26
JPN112074,JPN11040,03/06/2003,21.8
JPN112075,JPN11040,04/08/1992,30
JPN112076,JPN11040,04/08/2009,25
JPN112080,JPN11040,03/02/2009,10.8
JPN112081,JPN11040,07/06/2005,28.2
JPN112083,JPN11040,14/04/1998,18
JPN112084,JPN11040,04/10/2011,24.6
JPN112085,JPN11040,12/11/1991,13
JPN112086,JPN11040,07/06/1988,28
JPN112090,JPN11040,05/04/2004,11.5
JPN112091,JPN11040,02/08/2005,32.5
JPN112092,JPN11040,10/10/2000,23.9
JPN112094,JPN11040,06/08/2013,33
JPN112095,JPN11040,03/10/2006,24.1
JPN112096,JPN11040,12/04/2007,15
JPN112097,JPN11040,17/09/1991,27.5
JPN112098,JPN11040,01/06/2010,20.7
JPN112099,JPN11040,01/12/1992,13
JPN112102,JPN11040,02/12/2003,13.5
JPN112104,JPN11040,02/12/2004,14.4
JPN112105,JPN11040,07/06/2016,20
JPN112106,JPN11040,10/08/1999,28
JPN112107,JPN11040,13/10/1992,23
JPN112110,JPN11040,22/04/1985,21
JPN112113,JPN11040,05/06/2007,26.5
JPN112115,JPN11040,07/08/2012,29.9
JPN112117,JPN11040,21/05/1991,21
JPN112118,JPN11040,02/10/1990,23
JPN112119,JPN11040,02/06/1998,20
JPN112120,JPN11040,05/03/1991,13
JPN112123,JPN11040,09/10/2012,23.5
JPN112124,JPN11040,01/10/2002,19.8
JPN112126,JPN11040,22/11/1990,13.2
JPN112127,JPN11040,01/12/2009,14.4
JPN112130,JPN11040,01/08/2000,34
JPN112132,JPN11040,05/12/2006,9.2
JPN112134,JPN11040,01/12/2015,9
JPN112135,JPN11040,05/08/2004,32
JPN112136,JPN11040,09/12/1991,8
JPN112137,JPN11040,12/04/2011,11
JPN112141,JPN11040,10/06/2015,27.8
JPN112143,JPN11040,06/06/2006,20.5
JPN112144,JPN11040,13/10/1998,21.8
JPN112148,JPN11040,06/08/1991,28
JPN112149,JPN11040,02/12/2008,15.8
JPN112152,JPN11040,13/06/2000,20.3
JPN112154,JPN11040,09/04/2015,13.8
JPN112156,JPN11040,13/04/2010,23.5
JPN112157,JPN11040,08/10/1991,25
JPN112160,JPN11040,01/06/2004,23
JPN112161,JPN11040,03/06/2008,17.5
JPN112164,JPN11040,07/08/1990,32
JPN112167,JPN11040,04/12/2007,9
JPN112170,JPN11040,15/04/2008,16.3
JPN112172,JPN11040,04/11/1981,12
JPN112173,JPN11040,14/10/2008,16.9
JPN112176,JPN11040,17/06/1997,27.2
JPN112177,JPN11040,18/08/1997,33
JPN112180,JPN11040,11/09/1984,28
JPN112181,JPN11040,30/11/1994,16
JPN112183,JPN11040,06/10/1987,20
JPN112184,JPN11040,01/08/2006,33
JPN112186,JPN11040,10/09/1996,26
JPN112192,JPN11040,06/10/2015,23.1
JPN112193,JPN11040,14/05/1996,16
JPN112196,JPN11040,04/10/1994,24.5
JPN112197,JPN11040,11/08/1998,33.1
JPN112199,JPN11040,02/08/2018,35.2
JPN112202,JPN11040,09/12/2014,6
JPN112203,JPN11040,09/07/1996,23.5
JPN112205,JPN11040,08/11/1996,16
JPN112207,JPN11040,08/04/1997,15.9
JPN112210,JPN11040,09/07/1991,24
JPN112211,JPN11040,03/06/1996,30.3
JPN112214,JPN11040,03/10/1989,19.3
JPN112215,JPN11040,07/12/2010,8.8
JPN112216,JPN11040,02/02/2010,5.8
JPN112218,JPN11040,07/10/1997,23
JPN112220,JPN11040,01/08/1995,32
JPN112222,JPN11040,05/10/1993,21.5
JPN112223,JPN11040,03/10/1988,22
JPN112225,JPN11040,07/10/2003,22
JPN112226,JPN11040,06/08/1996,33
JPN112227,JPN11040,07/08/2001,30
JPN112229,JPN11040,04/08/1986,23.5
JPN112233,JPN11040,05/08/2011,30.3
JPN112235,JPN11040,03/12/1996,7
JPN112236,JPN11040,04/08/1993,28.5
JPN112237,JPN11040,10/04/2012,23
JPN112238,JPN11040,22/02/2017,8.3
JPN112241,JPN11040,19/02/1981,6.2
JPN112242,JPN11040,21/12/2005,6.6
JPN112243,JPN11040,05/02/1985,4.5
JPN112244,JPN11040,11/10/2016,21.3
JPN112246,JPN11040,07/02/1995,5
JPN112247,JPN11040,15/05/1984,15
MEX115476,MEX11079,06/01/2018,24
MEX115477,MEX11079,17/04/2018,28
MEX115478,MEX11079,11/04/2016,28.9
MEX115479,MEX11079,25/07/2017,30
MEX115480,MEX11079,23/10/2018,28
MEX115481,MEX11079,13/02/2019,28
MEX115482,MEX11079,27/03/2017,27
MEX115483,MEX11080,28/10/2018,29.6
MEX115484,MEX11080,15/05/2018,27.8
MEX115485,MEX11080,16/02/2018,26.5
MEX115486,MEX11080,10/11/2016,32.3
MEX115487,MEX11080,17/06/2015,31
MEX115488,MEX11080,27/01/2019,22
MEX115489,MEX11080,13/04/2016,26.4
MEX115490,MEX11080,08/08/2014,31.4
MEX115491,MEX11080,04/07/2017,28.8
MEX115492,MEX11080,27/05/2017,28.9
MEX115493,MEX11080,18/02/2014,27
MEX115494,MEX11080,22/04/2013,29.9
MEX115495,MEX11080,04/08/2015,26
MEX115496,MEX11080,12/09/2013,26.6
MEX115497,MEX11081,26/02/2018,28
MEX115498,MEX11081,10/08/2016,31.9
MEX115499,MEX11081,17/03/2016,30.9
MEX115500,MEX11081,15/11/2018,24
MEX115501,MEX11081,10/12/2012,26.1
MEX115502,MEX11081,30/07/2013,29.9
MEX115503,MEX11081,07/04/2017,29
MEX115504,MEX11081,31/07/2018,32
MEX115505,MEX11081,17/02/2014,27.8
MEX115506,MEX11081,02/04/2013,32.7
MEX115507,MEX11081,10/06/2015,32
MEX115508,MEX11081,12/08/2015,32.4
MEX115509,MEX11081,14/08/2014,29.9
MEX115510,MEX11081,13/09/2017,31
MEX115511,MEX11082,11/01/2018,32.4
MEX115512,MEX11082,04/02/2016,23.2
MEX115513,MEX11083,27/04/2018,33.8
MEX115514,MEX11083,26/08/2014,33
MEX115515,MEX11084,05/11/2018,24.9
MEX115516,MEX11084,11/01/2018,31.6
MEX115517,MEX11084,04/02/2016,23
MEX115518,MEX11084,18/07/2013,31.4
MEX115519,MEX11084,09/09/2013,29.6
MEX115520,MEX11084,27/04/2018,30.2
MEX115521,MEX11084,18/07/2013,31.2
MEX115522,MEX11084,30/06/2014,26
MEX115523,MEX11084,19/02/2015,23.5
MEX115524,MEX11084,09/09/2013,29.5
MEX115525,MEX11084,30/06/2014,26.4
MEX115526,MEX11084,05/11/2018,27.1
MEX115527,MEX11084,19/02/2015,23
MEX115528,MEX11084,06/09/2017,34.5
MEX115529,MEX11084,27/04/2018,32.2
MEX115530,MEX11084,05/11/2018,25.8
MEX115531,MEX11084,23/05/2016,37.2
MEX115532,MEX11084,24/08/2015,33.2
MEX115533,MEX11084,24/08/2015,34
MEX115534,MEX11084,23/05/2016,37.4
MEX115535,MEX11084,23/05/2016,35.4
MEX115536,MEX11084,07/04/2017,26.9
MEX115537,MEX11084,10/02/2014,26.2
MEX115538,MEX11084,07/04/2017,26.1
MEX115539,MEX11084,10/02/2014,26.1
MEX115540,MEX11084,07/10/2013,28.4
MEX115541,MEX11084,08/08/2017,34.6
MEX115542,MEX11084,31/03/2014,29
MEX115543,MEX11084,05/11/2012,26.8
MEX115544,MEX11084,08/08/2017,34.6
MEX115545,MEX11084,05/11/2012,26.6
MEX115546,MEX11084,08/03/2019,26.9
MEX115547,MEX11084,31/07/2015,31
MEX115548,MEX11084,05/04/2013,26.3
MEX115549,MEX11084,08/03/2019,29.3
MEX115550,MEX11084,08/03/2019,24.8
MEX115551,MEX11084,29/04/2015,23
MEX115552,MEX11085,05/09/2013,26.9
MEX115553,MEX11085,17/07/2013,27.2
MEX115554,MEX11085,19/04/2018,30.2
MEX115555,MEX11085,02/03/2016,24.9
MEX115556,MEX11085,12/03/2015,20.8
MEX115557,MEX11085,08/02/2014,22.6
MEX115558,MEX11085,23/07/2015,29.2
MEX115559,MEX11085,15/11/2012,27
MEX115560,MEX11085,08/02/2018,23.1
