Unique ID,Unique Lake,sampledate,LSWT (°C)
MEX119858,MEX11326,19/08/2014,30
MEX119859,MEX11326,04/04/2013,31.3
MEX119860,MEX11326,18/08/2015,25
MEX119861,MEX11326,19/08/2014,29
MEX119862,MEX11326,03/09/2014,30
MEX119863,MEX11326,25/02/2014,23
MEX119864,MEX11326,24/02/2014,25
MEX119865,MEX11326,19/08/2014,25
MEX119866,MEX11326,07/04/2015,25
MEX119867,MEX11326,24/02/2014,24
MEX119868,MEX11326,17/09/2014,29
MEX119869,MEX11326,05/04/2013,27.2
MEX119870,MEX11326,03/09/2014,31
MEX119871,MEX11326,17/09/2014,27
MEX119872,MEX11326,03/09/2014,30
MEX119873,MEX11326,19/08/2014,27
MEX119874,MEX11326,24/02/2014,23
MEX119875,MEX11326,04/04/2013,30.5
MEX119876,MEX11326,17/09/2014,30
MEX119877,MEX11326,05/04/2013,27.5
MEX119878,MEX11326,04/04/2013,29.5
MEX119879,MEX11326,04/04/2013,30
MEX119880,MEX11326,08/04/2015,27
MEX119881,MEX11326,04/04/2013,30.1
MEX119882,MEX11326,17/09/2014,29
MEX119883,MEX11326,12/10/2015,28
MEX119884,MEX11326,17/09/2014,29
MEX119885,MEX11326,17/09/2014,31
MEX119886,MEX11326,08/04/2015,25
MEX119887,MEX11326,07/04/2015,26
MEX119888,MEX11326,26/04/2013,26.5
MEX119889,MEX11326,26/04/2013,30.1
MEX119890,MEX11326,26/04/2013,28.3
MEX119891,MEX11326,04/04/2013,30.2
MEX119892,MEX11326,08/04/2015,26
MEX119893,MEX11327,01/10/2017,32
MEX119894,MEX11327,06/02/2014,10.1
MEX119895,MEX11327,08/03/2016,11
MEX119896,MEX11327,30/08/2016,26
MEX119897,MEX11327,18/02/2015,23.4
MEX119898,MEX11328,01/10/2017,29
MEX119899,MEX11328,06/09/2015,34
MEX119900,MEX11328,30/08/2016,26
MEX119901,MEX11328,08/03/2016,11
MEX119902,MEX11328,04/06/2017,24
MEX119903,MEX11329,01/10/2017,32
MEX119904,MEX11329,08/03/2016,11
MEX119905,MEX11329,04/06/2017,27
MEX119906,MEX11329,30/08/2016,25
MEX119907,MEX11330,01/10/2017,29
MEX119908,MEX11330,30/08/2016,25
MEX119909,MEX11330,04/06/2017,25
MEX119910,MEX11330,08/03/2016,11
MEX119911,MEX11330,04/06/2017,27
MEX119912,MEX11330,06/02/2014,12.4
MEX119913,MEX11330,06/02/2014,13.3
MEX119914,MEX11330,07/08/2014,23
MEX119915,MEX11330,10/08/2013,21.3
MEX119916,MEX11330,06/09/2015,30
MEX119917,MEX11330,06/02/2014,11.2
MEX119918,MEX11330,06/09/2015,33
MEX119919,MEX11330,06/09/2015,33
MEX119920,MEX11330,07/08/2014,24
MEX119921,MEX11330,07/08/2014,24
MEX119922,MEX11330,07/08/2014,22
MEX119923,MEX11330,18/02/2015,18.8
MEX119924,MEX11330,18/02/2015,15.9
MEX119925,MEX11330,18/08/2013,25.6
MEX119926,MEX11330,18/08/2013,27.6
MEX119927,MEX11330,18/08/2013,24.3
MEX119928,MEX11330,18/02/2015,23.7
MEX119929,MEX11331,12/09/2015,25.3
MEX119930,MEX11331,20/04/2015,24
MEX119931,MEX11331,13/05/2013,18.1
MEX119932,MEX11331,03/05/2014,17.8
MEX119933,MEX11331,18/09/2013,27.5
MEX119934,MEX11331,25/11/2012,21.46
MEX119935,MEX11332,11/08/2017,23
MEX119936,MEX11332,26/09/2016,20
MEX119937,MEX11332,10/03/2017,29
MEX119938,MEX11333,10/03/2017,29
MEX119939,MEX11333,19/12/2018,25
MEX119940,MEX11333,19/12/2018,24
MEX119941,MEX11333,01/03/2019,25
MEX119942,MEX11333,11/05/2018,27
MEX119943,MEX11333,11/05/2018,27
MEX119944,MEX11333,15/08/2014,29
MEX119945,MEX11333,01/03/2019,25
MEX119946,MEX11333,12/10/2015,24
MEX119947,MEX11333,11/06/2014,34
MEX119948,MEX11333,17/11/2013,22
MEX119949,MEX11333,15/08/2014,25
MEX119950,MEX11333,04/07/2018,29
MEX119951,MEX11333,12/10/2015,24
MEX119952,MEX11333,04/03/2016,24
MEX119953,MEX11333,04/03/2016,23
MEX119954,MEX11333,30/06/2015,30
MEX119955,MEX11333,04/07/2018,30
MEX119956,MEX11333,30/06/2015,29
MEX119957,MEX11333,11/06/2014,34
MEX119958,MEX11334,02/05/2018,24
MEX119959,MEX11335,02/05/2018,22
MEX119960,MEX11335,07/03/2017,25
MEX119961,MEX11336,20/10/2015,32
MEX119962,MEX11337,20/10/2015,29
MEX119963,MEX11337,02/05/2018,25
MEX119964,MEX11337,15/06/2014,25
MEX119965,MEX11337,02/05/2018,23
MEX119966,MEX11337,20/10/2015,31
MEX119967,MEX11337,07/03/2017,24
MEX119968,MEX11337,20/12/2018,16
MEX119969,MEX11337,25/09/2016,24
MEX119970,MEX11337,30/09/2016,24
MEX119971,MEX11337,30/09/2016,24
MEX119972,MEX11337,20/12/2018,18
MEX119973,MEX11337,20/10/2015,29
MEX119974,MEX11337,17/11/2013,20
MEX119975,MEX11337,30/09/2016,22
MEX119976,MEX11337,07/03/2017,28
MEX119977,MEX11337,20/12/2018,17
MEX119978,MEX11337,05/07/2018,28
MEX119979,MEX11337,01/03/2016,25
MEX119980,MEX11337,20/12/2018,19
MEX119981,MEX11337,05/07/2018,28
MEX119982,MEX11337,17/11/2013,19.5
MEX119983,MEX11337,03/08/2017,25
MEX119984,MEX11337,03/08/2017,25
MEX119985,MEX11337,03/08/2017,24
MEX119986,MEX11337,05/07/2018,27
MEX119987,MEX11337,01/03/2016,25
MEX119988,MEX11337,05/07/2018,28
MEX119989,MEX11337,01/03/2016,23
MEX119990,MEX11337,28/02/2019,20
MEX119991,MEX11337,01/03/2016,25
MEX119992,MEX11337,28/02/2019,19
MEX119993,MEX11337,15/06/2014,26
MEX119994,MEX11337,29/10/2019,24
MEX119995,MEX11337,17/11/2013,20
MEX119996,MEX11337,29/10/2019,20
MEX119997,MEX11337,29/10/2019,25
MEX119998,MEX11337,14/08/2014,28
MEX119999,MEX11337,17/11/2013,19
MEX120000,MEX11337,30/06/2015,26
MEX120001,MEX11337,15/06/2014,27
MEX120002,MEX11337,14/08/2014,30
MEX120003,MEX11337,14/08/2014,29
MEX120004,MEX11337,14/08/2014,16
MEX120005,MEX11337,29/10/2019,22
MEX120006,MEX11337,15/06/2014,26
MEX120007,MEX11337,30/06/2015,27
MEX120008,MEX11337,30/06/2015,26
MEX120009,MEX11337,30/06/2015,28
MEX120010,MEX11337,28/02/2019,20
MEX120011,MEX11337,28/02/2019,19
MEX120012,MEX11338,02/11/2016,26
MEX120013,MEX11338,02/08/2018,34.9
MEX120014,MEX11338,25/08/2017,29
MEX120015,MEX11338,05/05/2016,28
MEX120017,MEX11339,02/11/2016,26
MEX120018,MEX11339,20/05/2018,23.8
MEX120019,MEX11339,02/08/2018,35
MEX120020,MEX11339,25/08/2017,29
MEX120021,MEX11340,17/12/2018,21.6
MEX120022,MEX11340,02/11/2016,26
MEX120023,MEX11340,02/08/2018,35.2
MEX120024,MEX11340,20/05/2018,23.4
MEX120025,MEX11340,17/12/2018,22
MEX120026,MEX11340,27/04/2017,28
MEX120027,MEX11340,07/08/2014,27
MEX120028,MEX11340,27/04/2017,27
MEX120029,MEX11340,27/04/2017,27
MEX120030,MEX11340,05/05/2016,27
MEX120031,MEX11340,07/08/2014,26
MEX120032,MEX11340,17/12/2018,22.4
MEX120033,MEX11340,25/08/2017,29
MEX120034,MEX11340,07/08/2014,26
MEX120035,MEX11340,13/08/2015,24
MEX120036,MEX11340,05/05/2016,28
MEX120037,MEX11340,13/08/2015,24
MEX120038,MEX11340,24/02/2019,22.3
MEX120039,MEX11340,24/02/2019,26.4
MEX120040,MEX11340,24/02/2019,22
MEX120041,MEX11340,24/02/2019,30.3
MEX120042,MEX11340,13/08/2015,23
MEX120043,MEX11340,24/02/2019,22.3
MEX120044,MEX11340,13/02/2014,20
MEX120045,MEX11340,13/02/2014,22
MEX120046,MEX11340,13/02/2014,24
MEX120047,MEX11340,12/02/2015,21.6
MEX120048,MEX11340,12/02/2015,21
MEX120049,MEX11341,11/09/2015,28
MEX120050,MEX11342,13/03/2017,26
MEX120051,MEX11342,20/03/2018,27.3
MEX120052,MEX11342,13/03/2017,27
MEX120053,MEX11342,11/12/2018,22.8
MEX120054,MEX11342,11/12/2018,23.1
MEX120055,MEX11342,31/01/2014,25
MEX120057,MEX11342,25/08/2014,26
MEX120058,MEX11342,14/12/2012,31.8
MEX120060,MEX11342,04/07/2018,28.1
MEX120061,MEX11342,22/09/2016,25
MEX120062,MEX11342,26/11/2012,32.5
MEX120064,MEX11342,22/09/2016,25
MEX120065,MEX11342,17/07/2017,22
MEX120066,MEX11342,25/08/2014,27
MEX120067,MEX11342,22/02/2016,26
MEX120068,MEX11342,20/03/2018,27.9
MEX120069,MEX11342,17/07/2017,22
MEX120070,MEX11342,11/02/2019,24
MEX120071,MEX11342,22/02/2016,24
MEX120072,MEX11342,11/02/2019,24.2
MEX120073,MEX11342,12/03/2013,25.7
MEX120074,MEX11342,12/03/2013,25.2
MEX120075,MEX11342,11/09/2015,28
MEX120076,MEX11342,31/01/2014,24
MEX120077,MEX11342,23/02/2015,31
MEX120078,MEX11343,12/12/2018,21.8
MEX120079,MEX11343,22/03/2018,30.4
MEX120080,MEX11343,05/09/2017,26
MEX120081,MEX11343,01/03/2017,32
MEX120082,MEX11343,05/07/2018,31.4
MEX120083,MEX11344,12/12/2018,21.8
MEX120084,MEX11344,05/09/2017,26
MEX120085,MEX11344,22/03/2018,28.2
MEX120086,MEX11344,01/03/2017,32
MEX120087,MEX11345,09/10/2014,28.1
MEX120088,MEX11345,12/12/2018,21.6
MEX120089,MEX11345,22/03/2018,27.7
MEX120090,MEX11345,27/02/2017,28
MEX120091,MEX11345,05/09/2017,26
MEX120092,MEX11345,26/02/2019,25.8
MEX120093,MEX11345,26/02/2019,25.6
MEX120094,MEX11345,05/07/2018,30.3
MEX120095,MEX11345,08/10/2015,25
MEX120096,MEX11345,29/02/2016,26
MEX120097,MEX11345,08/10/2015,25
MEX120098,MEX11345,29/02/2016,24
MEX120099,MEX11345,05/07/2018,27.6
MEX120100,MEX11345,08/10/2015,25
MEX120101,MEX11345,09/10/2014,28
MEX120102,MEX11345,18/06/2013,38.2
MEX120103,MEX11345,29/02/2016,24
MEX120104,MEX11345,21/09/2016,23
MEX120105,MEX11345,26/02/2019,26.1
MEX120106,MEX11345,18/06/2013,29.5
MEX120107,MEX11345,19/06/2014,26
MEX120108,MEX11345,21/09/2016,21
MEX120109,MEX11345,17/12/2012,28
MEX120110,MEX11345,19/06/2014,25
MEX120111,MEX11345,21/09/2016,22
MEX120112,MEX11345,19/06/2014,27
MEX120113,MEX11345,21/12/2012,27
MEX120114,MEX11345,03/07/2015,27
MEX120115,MEX11345,03/07/2015,27
MEX120116,MEX11345,12/11/2013,26
MEX120117,MEX11345,18/06/2013,35
MEX120118,MEX11345,12/11/2013,26.6
MEX120119,MEX11345,03/07/2015,27
MEX120120,MEX11345,12/11/2013,26.6
MEX120121,MEX11346,13/03/2013,19.8
MEX120122,MEX11347,20/03/2018,26.4
MEX120123,MEX11347,31/08/2017,26
MEX120124,MEX11347,25/09/2016,24
MEX120125,MEX11348,31/08/2017,26
MEX120126,MEX11348,25/09/2016,24
MEX120127,MEX11348,20/03/2018,26.3
MEX120128,MEX11348,11/12/2018,21.6
MEX120129,MEX11348,28/02/2017,28
MEX120130,MEX11348,11/12/2018,21.6
MEX120131,MEX11348,04/07/2018,26.4
MEX120132,MEX11348,28/02/2017,28
MEX120133,MEX11348,08/10/2015,20
MEX120134,MEX11348,11/02/2019,23.6
MEX120135,MEX11348,11/02/2019,23.8
MEX120136,MEX11348,10/10/2014,24.3
MEX120137,MEX11348,10/10/2014,24.3
MEX120138,MEX11348,04/07/2018,26.4
MEX120139,MEX11348,21/12/2012,25.5
MEX120140,MEX11348,08/10/2015,20
MEX120141,MEX11348,21/12/2012,21.7
MEX120142,MEX11348,19/06/2013,23
MEX120143,MEX11348,20/06/2014,20
MEX120144,MEX11348,03/07/2015,23
MEX120145,MEX11348,26/02/2016,25
MEX120146,MEX11348,26/02/2016,26
MEX120147,MEX11348,03/07/2015,23
MEX120148,MEX11348,13/11/2013,19.3
MEX120149,MEX11348,19/06/2013,23
MEX120150,MEX11348,20/06/2014,22
MEX120151,MEX11348,13/11/2013,19
MEX120152,MEX11349,01/02/2018,24.4
MEX120153,MEX11349,06/12/2018,19.9
MEX120154,MEX11349,14/03/2019,20.1
MEX120155,MEX11349,22/03/2016,23
MEX120156,MEX11349,13/07/2017,22.3
MEX120157,MEX11349,13/06/2018,25.1
MEX120158,MEX11349,27/05/2013,24.9
MEX120159,MEX11349,05/05/2017,26.1
MEX120160,MEX11349,16/10/2012,27.6
MEX120161,MEX11349,16/10/2012,20.7
MEX120162,MEX11349,19/08/2015,22
MEX120163,MEX11349,02/06/2015,21
MEX120164,MEX11349,10/10/2016,24
MEX120165,MEX11349,20/10/2014,24.6
MEX120166,MEX11349,19/05/2014,26
MEX120167,MEX11350,30/08/2016,26
MEX120168,MEX11350,30/05/2018,31
MEX120169,MEX11350,13/05/2015,28
MEX120170,MEX11350,26/09/2017,32
MEX120171,MEX11350,26/05/2017,30
MEX120172,MEX11350,12/11/2018,17.1
MEX120173,MEX11350,12/11/2018,31.4
MEX120174,MEX11351,18/09/2015,27
MEX120175,MEX11351,18/09/2015,28.3
MEX120176,MEX11351,18/09/2015,27
MEX120177,MEX11352,18/09/2015,28
MEX120178,MEX11352,10/03/2016,17
MEX120179,MEX11353,18/09/2015,27
MEX120180,MEX11353,18/09/2015,27.9
MEX120181,MEX11353,23/08/2018,32
MEX120182,MEX11353,29/07/2014,32
MEX120183,MEX11353,29/07/2014,33
MEX120184,MEX11353,29/07/2014,30
MEX120185,MEX11353,29/07/2014,34
MEX120186,MEX11353,30/01/2014,14
MEX120187,MEX11353,30/01/2014,15.4
MEX120188,MEX11353,30/01/2014,15.2
MEX120189,MEX11353,30/01/2014,16.4
MEX120190,MEX11354,17/02/2015,18.4
MEX120191,MEX11354,11/07/2018,28.3
MEX120192,MEX11354,23/05/2017,28
MEX120193,MEX11355,11/07/2018,27
MEX120194,MEX11356,11/07/2018,28.5
MEX120195,MEX11356,17/02/2015,14.9
MEX120196,MEX11356,23/05/2017,24
MEX120197,MEX11356,18/10/2017,28
MEX120198,MEX11356,05/02/2014,14.2
MEX120199,MEX11356,03/08/2014,21
MEX120200,MEX11357,16/08/2013,27.9
MEX120201,MEX11357,24/08/2016,25
MEX120202,MEX11357,05/02/2014,15.3
MEX120203,MEX11357,05/02/2014,15.2
MEX120204,MEX11357,24/08/2016,25
MEX120205,MEX11357,03/09/2015,24
MEX120206,MEX11357,03/09/2015,23.4
MEX120207,MEX11357,03/08/2014,26
MEX120208,MEX11357,24/08/2016,25
MEX120209,MEX11357,03/09/2015,24
MEX120210,MEX11357,18/10/2017,26
MEX120211,MEX11357,03/08/2014,20
MEX120212,MEX11357,03/09/2015,24
MEX120213,MEX11357,03/08/2014,18
MEX120214,MEX11357,17/02/2015,20.3
MEX120215,MEX11357,05/02/2014,15.2
MEX120216,MEX11357,16/08/2013,24.7
MEX120217,MEX11357,16/08/2013,25.9
MEX120218,MEX11357,16/08/2013,27.3
MEX120219,MEX11357,18/04/2016,18
MEX120220,MEX11357,18/04/2016,17
MEX120221,MEX11357,18/04/2016,16
MEX120222,MEX11357,18/10/2017,27
MEX120223,MEX11358,13/03/2019,20.4
MEX120224,MEX11359,05/12/2018,16.5
MEX120225,MEX11359,13/03/2019,19.7
MEX120226,MEX11359,05/12/2018,16.6
MEX120227,MEX11359,08/09/2017,14.9
MEX120228,MEX11359,08/09/2017,22.6
MEX120229,MEX11359,27/04/2018,21.6
MEX120230,MEX11359,21/04/2016,22.4
MEX120231,MEX11359,23/10/2012,28.6
MEX120232,MEX11359,28/04/2017,21.6
MEX120233,MEX11359,27/04/2018,25
MEX120234,MEX11359,04/10/2013,20
MEX120235,MEX11359,21/04/2016,21.3
MEX120236,MEX11359,28/04/2017,23.4
MEX120237,MEX11359,12/10/2016,20
MEX120238,MEX11359,12/07/2018,22
MEX120239,MEX11359,12/10/2016,21
MEX120240,MEX11359,09/04/2015,24.8
MEX120241,MEX11359,15/10/2015,20.5
MEX120242,MEX11359,29/04/2013,27.2
MEX120243,MEX11359,02/10/2014,27.3
MEX120244,MEX11359,28/03/2014,21.3
MEX120245,MEX11360,27/10/2016,26
MEX120246,MEX11360,11/07/2016,30
MEX120247,MEX11360,19/06/2018,26.2
MEX120248,MEX11360,17/02/2019,16.3
MEX120249,MEX11360,24/09/2015,28.3
MEX120250,MEX11360,14/02/2018,23.5
MEX120251,MEX11360,09/02/2014,26
MEX120252,MEX11360,24/10/2017,26
MEX120253,MEX11360,05/11/2018,22.7
MEX120254,MEX11360,03/05/2017,26
MEX120255,MEX11360,02/10/2014,27
MEX120256,MEX11360,22/04/2013,25.6
MEX120257,MEX11360,27/03/2015,25.8
MEX120258,MEX11361,26/04/2016,23.6
MEX120259,MEX11362,26/04/2016,21.6
MEX120260,MEX11363,26/04/2016,21.6
MEX120261,MEX11364,26/04/2016,20
MEX120262,MEX11365,26/04/2016,21.6
MEX120263,MEX11365,22/10/2015,20.1
MEX120264,MEX11365,11/04/2017,20.5
MEX120265,MEX11365,22/10/2015,22.6
MEX120266,MEX11365,22/10/2015,23.5
MEX120267,MEX11365,11/04/2017,21.1
MEX120268,MEX11365,29/11/2018,17.7
MEX120269,MEX11365,30/01/2013,15.5
MEX120270,MEX11365,30/01/2013,16
MEX120271,MEX11365,30/01/2013,18.4
MEX120272,MEX11365,11/04/2017,23.4
MEX120273,MEX11365,30/01/2013,15
MEX120274,MEX11365,30/01/2013,15.9
MEX120275,MEX11365,11/04/2017,27.4
MEX120276,MEX11365,30/05/2013,22.8
MEX120277,MEX11365,30/05/2013,24.3
MEX120278,MEX11365,30/05/2013,22.3
MEX120279,MEX11365,01/03/2018,21.3
MEX120280,MEX11365,30/05/2013,23.7
MEX120281,MEX11365,30/05/2013,25.1
MEX120282,MEX11365,12/09/2017,19.7
MEX120283,MEX11365,25/10/2017,16.2
MEX120284,MEX11365,25/10/2017,16.2
MEX120285,MEX11365,21/09/2016,22.2
MEX120286,MEX11365,21/09/2016,21.9
MEX120287,MEX11365,21/09/2016,20.9
MEX120288,MEX11365,22/10/2015,19.7
MEX120289,MEX11365,01/03/2018,24.7
MEX120290,MEX11365,12/09/2017,25.1
MEX120291,MEX11365,12/09/2017,23.6
MEX120292,MEX11365,04/06/2015,24.3
MEX120293,MEX11365,21/09/2016,26.8
MEX120294,MEX11365,22/10/2015,24.3
MEX120295,MEX11365,04/06/2015,19.9
MEX120296,MEX11365,27/08/2013,22.5
MEX120297,MEX11365,12/07/2017,19.6
MEX120298,MEX11365,27/08/2013,23.5
MEX120299,MEX11365,27/08/2013,20.4
MEX120300,MEX11365,25/06/2018,24.7
MEX120301,MEX11365,04/06/2015,22.9
MEX120302,MEX11365,07/10/2014,23.3
MEX120303,MEX11365,27/08/2013,22.1
MEX120304,MEX11365,25/06/2018,28.5
MEX120305,MEX11365,27/08/2013,22.6
MEX120306,MEX11365,25/06/2018,22.4
MEX120307,MEX11365,21/05/2014,26.3
MEX120308,MEX11365,25/06/2018,22
MEX120309,MEX11365,21/09/2016,25.1
MEX120310,MEX11365,18/07/2018,23.8
MEX120311,MEX11365,04/06/2015,21.2
MEX120312,MEX11365,07/10/2014,24.1
MEX120313,MEX11365,04/06/2015,22.7
MEX120314,MEX11365,21/05/2014,22.7
MEX120315,MEX11365,21/05/2014,29.6
MEX120316,MEX11365,07/10/2014,19.7
MEX120317,MEX11365,07/10/2014,23.9
MEX120318,MEX11365,21/05/2014,27.2
MEX120319,MEX11365,07/10/2014,24.3
MEX120320,MEX11365,21/05/2014,24.5
MEX120321,MEX11366,18/04/2016,27.5
MEX120322,MEX11366,24/03/2014,28.7
MEX120323,MEX11366,09/07/2018,25
MEX120324,MEX11366,14/03/2019,26.8
MEX120325,MEX11366,05/09/2017,18.8
MEX120326,MEX11366,25/04/2017,18.2
MEX120327,MEX11366,08/04/2015,18.9
MEX120328,MEX11366,06/12/2018,17.1
MEX120329,MEX11366,12/04/2018,16.2
MEX120330,MEX11366,29/09/2014,26.4
MEX120331,MEX11366,07/11/2012,19.8
MEX120332,MEX11366,07/11/2012,22.3
MEX120333,MEX11366,13/10/2015,17.8
MEX120335,MEX11367,02/11/2016,26
MEX120336,MEX11367,17/12/2018,19.8
MEX120337,MEX11367,20/05/2018,26.8
MEX120338,MEX11367,24/02/2019,20.8
MEX120339,MEX11367,05/05/2016,26
MEX120340,MEX11367,25/08/2017,26
MEX120341,MEX11368,17/12/2018,20.1
MEX120342,MEX11368,14/08/2015,24
MEX120343,MEX11368,02/11/2016,26
MEX120344,MEX11368,05/05/2016,26
MEX120345,MEX11368,20/05/2018,26.8
MEX120346,MEX11368,25/08/2017,26
MEX120347,MEX11368,24/02/2019,21.1
MEX120348,MEX11369,02/11/2016,26
MEX120349,MEX11369,05/05/2016,27
MEX120350,MEX11369,20/05/2018,27.4
MEX120351,MEX11369,24/02/2019,21.5
MEX120352,MEX11369,25/08/2017,27
MEX120353,MEX11369,27/04/2017,27
MEX120354,MEX11369,27/04/2017,28
MEX120355,MEX11369,27/04/2017,27
MEX120356,MEX11369,02/10/2013,25.5
MEX120357,MEX11369,16/08/2018,28.8
MEX120358,MEX11369,17/12/2018,20.4
MEX120359,MEX11369,02/10/2013,23
MEX120360,MEX11369,07/08/2014,30
MEX120361,MEX11369,16/08/2018,28.2
MEX120362,MEX11369,02/10/2013,34
MEX120363,MEX11369,16/08/2018,28.4
MEX120364,MEX11369,07/08/2014,30
MEX120365,MEX11369,07/08/2014,30
MEX120366,MEX11369,14/08/2015,25
MEX120367,MEX11369,12/02/2014,22
MEX120368,MEX11369,14/08/2015,26
MEX120369,MEX11369,12/02/2014,14
MEX120370,MEX11369,12/02/2014,17
MEX120371,MEX11369,12/02/2015,18.6
MEX120372,MEX11369,12/02/2015,18.6
MEX120373,MEX11369,12/02/2015,18.6
MEX120374,MEX11370,27/10/2016,25
MEX120375,MEX11370,09/02/2015,20.1
MEX120376,MEX11370,14/02/2018,27.5
MEX120377,MEX11370,17/02/2019,14.1
MEX120378,MEX11370,05/11/2018,23.9
MEX120379,MEX11370,19/06/2018,29.1
MEX120380,MEX11371,09/02/2015,18.5
MEX120381,MEX11371,17/02/2019,13.5
MEX120382,MEX11371,14/02/2018,28.6
MEX120383,MEX11371,08/10/2017,28
MEX120384,MEX11371,05/11/2018,22.4
MEX120385,MEX11371,19/06/2018,28.3
MEX120386,MEX11372,27/10/2016,23
MEX120387,MEX11372,09/02/2015,15.9
MEX120388,MEX11372,19/06/2018,28.1
MEX120389,MEX11372,17/02/2019,13.1
MEX120390,MEX11372,08/10/2017,30
MEX120391,MEX11372,11/05/2016,22
MEX120392,MEX11372,08/10/2017,27
MEX120394,MEX11372,03/05/2017,28
MEX120395,MEX11372,05/11/2018,24
MEX120396,MEX11372,07/02/2014,20
MEX120397,MEX11372,07/02/2014,20
MEX120398,MEX11372,07/02/2014,20
MEX120399,MEX11372,11/05/2016,21
MEX120400,MEX11372,14/02/2018,29.3
MEX120401,MEX11372,29/09/2013,25.3
MEX120402,MEX11372,03/05/2017,28
MEX120403,MEX11372,03/05/2017,29
MEX120404,MEX11372,02/10/2014,26
MEX120405,MEX11372,24/09/2015,29.5
MEX120406,MEX11372,27/10/2016,25
MEX120407,MEX11372,24/09/2015,26.8
MEX120409,MEX11372,24/09/2015,27.8
MEX120410,MEX11372,29/09/2013,24.8
MEX120411,MEX11372,02/10/2014,26
MEX120412,MEX11372,29/09/2013,29.4
MEX120413,MEX11372,11/05/2016,22
MEX120414,MEX11372,02/10/2014,28
MEX120415,MEX11372,22/04/2013,25.1
MEX120416,MEX11372,22/04/2013,19.8
MEX120417,MEX11372,22/04/2013,27
MEX120418,MEX11373,30/11/2018,24.1
MEX120419,MEX11374,26/04/2018,26.1
MEX120420,MEX11375,26/04/2018,26.2
MEX120421,MEX11375,30/11/2018,22.1
MEX120422,MEX11376,26/04/2018,27.1
MEX120423,MEX11376,26/04/2018,26.9
MEX120424,MEX11376,30/11/2018,23.2
MEX120425,MEX11376,20/03/2017,29
MEX120426,MEX11376,30/11/2018,22.2
MEX120427,MEX11376,29/01/2014,23.9
MEX120428,MEX11376,22/09/2017,26
MEX120429,MEX11376,20/03/2017,28
MEX120430,MEX11376,12/09/2014,23.3
MEX120431,MEX11376,04/08/2016,25.2
MEX120432,MEX11376,20/03/2017,26
MEX120433,MEX11376,11/05/2015,25.3
MEX120434,MEX11376,20/03/2017,28
MEX120435,MEX11376,12/09/2014,23.3
MEX120436,MEX11376,12/09/2014,24
MEX120437,MEX11377,18/09/2014,23.3
MEX120438,MEX11377,11/05/2015,25.2
MEX120439,MEX11377,19/07/2018,29.2
MEX120440,MEX11377,11/05/2015,25.4
MEX120441,MEX11377,19/07/2018,29.4
MEX120442,MEX11377,25/10/2019,24.3
MEX120443,MEX11377,19/07/2018,28.8
MEX120444,MEX11377,22/09/2017,24
MEX120445,MEX11377,29/01/2014,24.7
MEX120446,MEX11377,18/09/2014,23.7
MEX120447,MEX11377,28/01/2014,24.1
MEX120448,MEX11377,28/01/2014,23.7
MEX120449,MEX11377,11/09/2015,20.1
MEX120450,MEX11377,10/09/2015,19.9
MEX120451,MEX11377,25/10/2019,24.3
MEX120452,MEX11377,10/09/2015,20.5
MEX120453,MEX11377,11/05/2015,25.1
MEX120454,MEX11377,25/10/2019,24.3
MEX120455,MEX11377,25/10/2019,29
MEX120456,MEX11377,13/03/2016,21.9
MEX120457,MEX11377,11/09/2015,21.3
MEX120458,MEX11377,19/07/2018,29.5
MEX120459,MEX11377,27/01/2014,22
MEX120460,MEX11377,12/03/2016,23.2
MEX120461,MEX11377,22/05/2013,25
MEX120462,MEX11377,12/03/2016,25.4
MEX120463,MEX11377,25/10/2019,24.2
MEX120464,MEX11377,21/05/2013,22.4
MEX120465,MEX11377,22/09/2017,28
MEX120466,MEX11377,12/03/2016,22.1
MEX120467,MEX11377,03/08/2016,26
MEX120468,MEX11377,03/08/2016,26.3
MEX120469,MEX11377,21/05/2013,23.3
MEX120470,MEX11377,20/11/2012,21
MEX120471,MEX11377,20/11/2012,30
MEX120472,MEX11377,04/08/2016,25
MEX120473,MEX11377,20/05/2013,23.1
MEX120474,MEX11377,30/11/2012,20
MEX120475,MEX11377,30/11/2012,30
MEX120476,MEX11377,20/11/2012,23.07
MEX120477,MEX11377,20/11/2012,30
MEX120478,MEX11377,20/11/2012,22
MEX120479,MEX11377,20/11/2012,30
MEX120480,MEX11378,21/10/2016,27
MEX120481,MEX11378,06/06/2017,27
MEX120482,MEX11378,22/05/2018,29.1
MEX120483,MEX11379,22/05/2018,28.6
MEX120484,MEX11379,30/10/2018,18.3
MEX120485,MEX11379,15/09/2015,27
MEX120486,MEX11379,25/08/2013,28.6
MEX120487,MEX11379,09/08/2018,28
MEX120488,MEX11379,28/08/2016,23
MEX120489,MEX11379,21/10/2016,23
MEX120490,MEX11379,09/08/2018,28
MEX120491,MEX11379,09/02/2014,27.7
MEX120492,MEX11379,10/08/2014,26
MEX120493,MEX11379,09/02/2014,27.7
MEX120494,MEX11379,25/08/2013,28.6
MEX120495,MEX11379,30/10/2018,18.1
MEX120496,MEX11379,10/08/2014,25
MEX120497,MEX11379,15/09/2015,27
MEX120498,MEX11379,25/02/2015,22.4
MEX120499,MEX11379,11/04/2013,24.21
MEX120500,MEX11379,25/02/2015,22.2
MEX120501,MEX11379,11/04/2013,24.17
