Unique ID,Unique Lake,sampledate,sample year,deepth sample,Value Flags TURB,TURB (NTU)
MEX116210,MEX11134,28/04/2015,NA,0.5,NA,5
MEX116211,MEX11135,22/08/2017,NA,0.5,NA,2.1
MEX116212,MEX11135,09/02/2015,NA,0.5,NA,1
MEX116213,MEX11135,22/08/2017,NA,0.5,NA,3.4
MEX116214,MEX11135,14/03/2017,NA,0.5,NA,1.6
MEX116215,MEX11135,08/03/2018,NA,0.5,NA,5.1
MEX116216,MEX11135,14/03/2017,NA,0.5,NA,3.2
MEX116217,MEX11135,01/09/2013,NA,0.5,NA,1.6
MEX116218,MEX11135,08/03/2018,NA,0.5,NA,2.2
MEX116219,MEX11135,20/09/2016,NA,0.5,NA,2.4
MEX116220,MEX11135,15/08/2018,NA,0.5,NA,3.1
MEX116221,MEX11135,11/04/2016,NA,0.5,NA,2
MEX116222,MEX11135,15/08/2018,NA,0.5,NA,2.1
MEX116223,MEX11135,28/08/2014,NA,0.5,NA,2.1
MEX116224,MEX11135,07/11/2018,NA,0.5,NA,2.4
MEX116225,MEX11135,11/10/2015,NA,0.5,NA,1.6
MEX116226,MEX11135,11/10/2015,NA,0.5,NA,2.4
MEX116227,MEX11135,03/04/2013,NA,0.5,NA,4
MEX116228,MEX11135,03/04/2013,NA,0.5,NA,20
MEX116229,MEX11135,07/11/2018,NA,0.5,NA,2.5
MEX116230,MEX11135,01/09/2013,NA,0.5,NA,2.4
MEX116231,MEX11135,28/08/2014,NA,0.5,NA,1.4
MEX116232,MEX11135,16/02/2016,NA,0.5,NA,2.1
MEX116233,MEX11135,02/03/2014,NA,0.5,NA,1.3
MEX116234,MEX11135,02/03/2014,NA,0.5,NA,3.3
MEX116235,MEX11135,09/02/2015,NA,0.5,NA,1.5
MEX116236,MEX11136,28/09/2016,NA,0.5,NA,19
MEX116237,MEX11136,28/09/2016,NA,0.5,NA,16
MEX116238,MEX11136,28/09/2016,NA,0.5,NA,14
MEX116239,MEX11136,08/10/2014,NA,0.5,NA,5.1
MEX116240,MEX11136,22/05/2018,NA,0.5,NA,18
MEX116241,MEX11136,22/05/2018,NA,0.5,NA,37
MEX116242,MEX11136,14/02/2018,NA,0.5,NA,28
MEX116243,MEX11136,13/09/2017,NA,0.5,NA,28
MEX116244,MEX11136,23/05/2018,NA,0.5,NA,11
MEX116245,MEX11136,22/05/2018,NA,0.5,NA,18
MEX116246,MEX11136,23/05/2018,NA,0.5,NA,8.4
MEX116247,MEX11136,23/05/2018,NA,0.5,NA,9.7
MEX116248,MEX11136,22/05/2018,NA,0.5,NA,39
MEX116249,MEX11136,28/03/2017,NA,0.5,NA,11
MEX116250,MEX11136,22/05/2018,NA,0.5,NA,15
MEX116251,MEX11136,23/05/2018,NA,0.5,NA,9.5
MEX116252,MEX11136,22/05/2018,NA,0.5,NA,11
MEX116253,MEX11136,14/02/2018,NA,0.5,NA,26
MEX116254,MEX11136,12/09/2017,NA,0.5,NA,9.2
MEX116255,MEX11136,28/03/2017,NA,0.5,NA,9.7
MEX116256,MEX11136,13/09/2017,NA,0.5,NA,38
MEX116257,MEX11136,28/03/2017,NA,0.5,NA,9.5
MEX116258,MEX11136,12/09/2017,NA,0.5,NA,9.5
MEX116259,MEX11136,12/09/2017,NA,0.5,NA,37
MEX116260,MEX11136,17/12/2018,NA,0.5,NA,19
MEX116261,MEX11136,28/03/2017,NA,0.5,NA,10
MEX116262,MEX11136,29/03/2017,NA,0.5,NA,12
MEX116263,MEX11136,29/03/2017,NA,0.5,NA,8.8
MEX116264,MEX11136,28/03/2017,NA,0.5,NA,11
MEX116265,MEX11136,13/09/2017,NA,0.5,NA,23
MEX116266,MEX11136,28/03/2014,NA,0.5,NA,2.7
MEX116267,MEX11136,28/03/2017,NA,0.5,NA,9.6
MEX116268,MEX11136,08/10/2014,NA,0.5,NA,4.6
MEX116269,MEX11136,13/02/2018,NA,0.5,NA,12
MEX116270,MEX11136,21/02/2019,NA,0.5,NA,13
MEX116271,MEX11136,27/03/2014,NA,0.5,NA,4.7
MEX116272,MEX11136,21/02/2019,NA,0.5,NA,14
MEX116273,MEX11136,29/03/2017,NA,0.5,NA,11
MEX116274,MEX11136,29/03/2017,NA,0.5,NA,12
MEX116275,MEX11136,08/10/2014,NA,0.5,NA,4.7
MEX116276,MEX11136,30/01/2013,NA,0.5,NA,7.7
MEX116277,MEX11136,30/01/2013,NA,0.5,NA,11
MEX116278,MEX11136,10/06/2013,NA,0.5,NA,4.5
MEX116279,MEX11136,08/10/2014,NA,0.5,NA,4.4
MEX116280,MEX11136,05/08/2014,NA,0.5,NA,14
MEX116281,MEX11136,14/02/2018,NA,0.5,NA,28
MEX116282,MEX11136,14/02/2018,NA,0.5,NA,23
MEX116283,MEX11136,28/03/2014,NA,0.5,NA,3.4
MEX116284,MEX11136,28/03/2014,NA,0.5,NA,5.7
MEX116285,MEX11136,27/03/2014,NA,0.5,NA,3.7
MEX116286,MEX11136,17/12/2018,NA,0.5,NA,20
MEX116287,MEX11136,16/03/2016,NA,0.5,NA,10
MEX116288,MEX11136,28/03/2014,NA,0.5,NA,4.9
MEX116289,MEX11136,27/03/2014,NA,0.5,NA,3.9
MEX116290,MEX11136,12/09/2017,NA,0.5,NA,16
MEX116291,MEX11136,21/02/2019,NA,0.5,NA,11
MEX116292,MEX11136,21/02/2019,NA,0.5,NA,13
MEX116293,MEX11136,12/09/2017,NA,0.5,NA,16
MEX116294,MEX11136,14/02/2018,NA,0.5,NA,18
MEX116295,MEX11136,21/02/2019,NA,0.5,NA,9.9
MEX116296,MEX11136,21/02/2019,NA,0.5,NA,13
MEX116297,MEX11136,09/10/2014,NA,0.5,NA,12
MEX116298,MEX11136,30/01/2013,NA,0.5,NA,8.5
MEX116299,MEX11136,30/01/2013,NA,0.5,NA,7.3
MEX116300,MEX11136,16/03/2016,NA,0.5,NA,15
MEX116301,MEX11136,15/03/2016,NA,0.5,NA,7.3
MEX116302,MEX11136,12/09/2017,NA,0.5,NA,10
MEX116303,MEX11136,13/02/2018,NA,0.5,NA,15
MEX116304,MEX11136,15/03/2016,NA,0.5,NA,9
MEX116305,MEX11136,29/09/2016,NA,0.5,NA,6.9
MEX116306,MEX11136,29/09/2016,NA,0.5,NA,5.4
MEX116307,MEX11136,13/09/2017,NA,0.5,NA,19
MEX116308,MEX11136,15/03/2016,NA,0.5,NA,8.1
MEX116309,MEX11136,11/06/2013,NA,0.5,NA,7.1
MEX116310,MEX11136,14/02/2018,NA,0.5,NA,20
MEX116311,MEX11136,15/03/2016,NA,0.5,NA,8.7
MEX116312,MEX11136,29/09/2016,NA,0.5,NA,6.8
MEX116313,MEX11136,15/03/2016,NA,0.5,NA,8.4
MEX116314,MEX11136,17/12/2018,NA,0.5,NA,16
MEX116315,MEX11136,16/03/2016,NA,0.5,NA,9.8
MEX116316,MEX11136,27/03/2014,NA,0.5,NA,8.3
MEX116317,MEX11136,29/09/2016,NA,0.5,NA,8.6
MEX116318,MEX11136,09/10/2014,NA,0.5,NA,6.1
MEX116319,MEX11136,09/10/2014,NA,0.5,NA,14
MEX116320,MEX11136,21/02/2019,NA,0.5,NA,12
MEX116321,MEX11136,21/02/2019,NA,0.5,NA,9.6
MEX116322,MEX11136,17/12/2018,NA,0.5,NA,19
MEX116323,MEX11136,11/06/2013,NA,0.5,NA,8.1
MEX116324,MEX11136,29/09/2016,NA,0.5,NA,8
MEX116325,MEX11136,30/01/2013,NA,0.5,NA,9.1
MEX116326,MEX11136,30/01/2013,NA,0.5,NA,7.6
MEX116327,MEX11136,29/09/2016,NA,0.5,NA,5.6
MEX116328,MEX11136,29/10/2015,NA,0.5,NA,3.8
MEX116329,MEX11136,11/06/2015,NA,0.5,NA,6
MEX116330,MEX11136,10/06/2013,NA,0.5,NA,5
MEX116331,MEX11136,13/02/2018,NA,0.5,NA,14
MEX116332,MEX11136,11/06/2015,NA,0.5,NA,20
MEX116333,MEX11136,10/06/2013,NA,0.5,NA,5.3
MEX116334,MEX11136,27/03/2014,NA,0.5,NA,3.8
MEX116335,MEX11136,11/06/2015,NA,0.5,NA,20
MEX116336,MEX11136,10/06/2013,NA,0.5,NA,4.3
MEX116337,MEX11136,19/12/2018,NA,0.5,NA,5.8
MEX116338,MEX11136,11/06/2015,NA,0.5,NA,13
MEX116339,MEX11136,12/06/2015,NA,0.5,NA,7
MEX116340,MEX11136,24/02/2014,NA,0.5,NA,3
MEX116341,MEX11136,19/12/2018,NA,0.5,NA,11
MEX116342,MEX11136,19/12/2018,NA,0.5,NA,18
MEX116343,MEX11136,13/02/2018,NA,0.5,NA,14
MEX116344,MEX11136,11/06/2013,NA,0.5,NA,8.5
MEX116345,MEX11136,19/12/2018,NA,0.5,NA,6.2
MEX116346,MEX11136,11/06/2015,NA,0.5,NA,13
MEX116347,MEX11136,12/06/2015,NA,0.5,NA,6.9
MEX116348,MEX11136,16/03/2016,NA,0.5,NA,11
MEX116349,MEX11136,12/06/2015,NA,0.5,NA,6.3
MEX116350,MEX11136,11/06/2013,NA,0.5,NA,5.8
MEX116351,MEX11136,12/06/2015,NA,0.5,NA,7
MEX116352,MEX11136,10/06/2013,NA,0.5,NA,4.6
MEX116353,MEX11136,19/12/2018,NA,0.5,NA,13
MEX116354,MEX11136,19/12/2018,NA,0.5,NA,18
MEX116355,MEX11136,15/03/2016,NA,0.5,NA,8.5
MEX116356,MEX11136,19/12/2018,NA,0.5,NA,11
MEX116357,MEX11136,19/12/2018,NA,0.5,NA,31
MEX116358,MEX11136,19/02/2015,NA,0.5,NA,7.1
MEX116359,MEX11136,19/12/2018,NA,0.5,NA,14
MEX116360,MEX11136,19/02/2015,NA,0.5,NA,7.4
MEX116361,MEX11136,19/02/2015,NA,0.5,NA,8.4
MEX116362,MEX11136,19/02/2015,NA,0.5,NA,6.2
MEX116363,MEX11136,18/02/2015,NA,0.5,NA,7.3
MEX116364,MEX11136,19/02/2015,NA,0.5,NA,6.5
MEX116365,MEX11136,18/02/2015,NA,0.5,NA,9.1
MEX116366,MEX11136,28/10/2014,NA,0.5,NA,3.5
MEX116367,MEX11136,28/10/2014,NA,0.5,NA,4
MEX116368,MEX11137,22/02/2018,NA,0.5,<,2.5
MEX116369,MEX11137,05/02/2016,NA,0.5,<,2.5
MEX116370,MEX11137,22/02/2018,NA,0.5,<,2.5
MEX116371,MEX11137,22/02/2018,NA,0.5,<,2.5
MEX116372,MEX11137,22/02/2018,NA,0.5,<,2.5
MEX116373,MEX11137,06/11/2018,NA,0.5,<,2.5
MEX116374,MEX11137,24/06/2015,NA,0.5,NA,6.86
MEX116375,MEX11137,24/06/2015,NA,0.5,NA,3.18
MEX116376,MEX11137,24/06/2015,NA,0.5,NA,22.8
MEX116377,MEX11137,06/11/2018,NA,0.5,<,2.5
MEX116378,MEX11137,05/02/2016,NA,0.5,NA,2.89
MEX116379,MEX11137,06/11/2018,NA,0.5,<,2.5
MEX116380,MEX11137,05/02/2016,NA,0.5,<,2.5
MEX116381,MEX11137,05/02/2016,NA,0.5,<,2.5
MEX116382,MEX11137,11/02/2015,NA,0.5,<,2.5
MEX116383,MEX11137,11/02/2015,NA,0.5,<,2.5
MEX116384,MEX11137,11/02/2015,NA,0.5,<,2.5
MEX116385,MEX11137,09/08/2017,NA,0.5,NA,3.23
MEX116386,MEX11137,02/07/2014,NA,0.5,NA,4.36
MEX116387,MEX11137,01/09/2016,NA,0.5,NA,3.92
MEX116388,MEX11137,01/09/2016,NA,0.5,NA,2.86
MEX116389,MEX11137,02/07/2014,NA,0.5,NA,2.82
MEX116390,MEX11137,01/09/2016,NA,0.5,NA,3.06
MEX116391,MEX11137,02/07/2014,NA,0.5,NA,5.67
MEX116392,MEX11137,01/09/2016,NA,0.5,NA,4.12
MEX116393,MEX11137,06/11/2018,NA,0.5,NA,7.45
MEX116394,MEX11137,12/02/2014,NA,0.5,<,2.5
MEX116395,MEX11137,12/02/2014,NA,0.5,<,2.5
MEX116396,MEX11137,17/03/2017,NA,0.5,<,2.5
MEX116397,MEX11137,17/03/2017,NA,0.5,<,2.5
MEX116398,MEX11137,12/02/2014,NA,0.5,<,2.5
MEX116399,MEX11137,17/03/2017,NA,0.5,NA,2.53
MEX116400,MEX11137,09/08/2017,NA,0.5,NA,4.37
MEX116401,MEX11137,17/03/2017,NA,0.5,NA,3.11
MEX116402,MEX11137,09/08/2017,NA,0.5,NA,3.35
MEX116403,MEX11137,30/07/2015,NA,0.5,NA,1.9
MEX116404,MEX11137,02/12/2012,NA,0.5,NA,1.76
MEX116405,MEX11137,11/09/2013,NA,0.5,<,2.5
MEX116406,MEX11137,08/10/2013,NA,0.5,NA,1.2
MEX116407,MEX11137,25/06/2013,NA,0.5,NA,3.59
MEX116408,MEX11137,25/06/2013,NA,0.5,NA,3.76
MEX116409,MEX11137,11/09/2013,NA,0.5,NA,3.9
MEX116410,MEX11137,09/08/2017,NA,0.5,NA,6.84
MEX116411,MEX11137,25/06/2013,NA,0.5,NA,11.9
MEX116412,MEX11137,11/09/2013,NA,0.5,NA,16.1
MEX116413,MEX11137,08/04/2014,NA,0.5,NA,2.1
MEX116414,MEX11137,27/08/2014,NA,0.5,NA,1.9
MEX116415,MEX11137,11/07/2018,NA,0.5,NA,2.87
MEX116416,MEX11137,02/12/2012,NA,0.5,NA,1.47
MEX116417,MEX11137,11/07/2018,NA,0.5,NA,2.71
MEX116418,MEX11137,09/04/2013,NA,0.5,NA,1.8
MEX116419,MEX11137,11/07/2018,NA,0.5,NA,4.99
MEX116420,MEX11137,11/07/2018,NA,0.5,NA,2.68
MEX116421,MEX11137,02/12/2012,NA,0.5,NA,1.01
MEX116422,MEX11137,27/04/2015,NA,0.5,NA,1.7
MEX116423,MEX11138,01/11/2015,NA,0.5,NA,4.2
MEX116424,MEX11138,15/06/2017,NA,0.5,NA,8.72
MEX116425,MEX11138,22/05/2015,NA,0.5,NA,4.4
MEX116426,MEX11139,01/11/2015,NA,0.5,NA,4.4
MEX116427,MEX11139,22/05/2015,NA,0.5,NA,4.3
MEX116428,MEX11139,15/06/2017,NA,0.5,NA,16.1
MEX116429,MEX11139,31/08/2017,NA,0.5,NA,70
MEX116430,MEX11139,05/09/2016,NA,0.5,NA,16
MEX116431,MEX11139,31/08/2017,NA,0.5,NA,75
MEX116432,MEX11139,05/11/2018,NA,0.5,NA,25
MEX116433,MEX11139,05/11/2018,NA,0.5,NA,17
MEX116434,MEX11139,05/06/2018,NA,0.5,NA,18
MEX116435,MEX11139,05/09/2016,NA,0.5,NA,13
MEX116436,MEX11139,28/01/2019,NA,0.5,NA,75
MEX116437,MEX11139,28/01/2019,NA,0.5,NA,10
MEX116438,MEX11139,19/02/2018,NA,0.5,NA,34
MEX116439,MEX11139,19/02/2018,NA,0.5,NA,38
MEX116440,MEX11139,05/04/2014,NA,0.5,NA,3.3
MEX116441,MEX11139,05/06/2018,NA,0.5,NA,33
MEX116442,MEX11139,08/05/2016,NA,0.5,NA,10
MEX116443,MEX11139,05/04/2014,NA,0.5,NA,5.5
MEX116444,MEX11139,28/01/2019,NA,0.5,NA,24
MEX116445,MEX11139,28/01/2019,NA,0.5,NA,55
MEX116446,MEX11139,31/07/2014,NA,0.5,NA,2.3
MEX116447,MEX11139,31/07/2014,NA,0.5,NA,3.5
MEX116448,MEX11139,08/05/2016,NA,0.5,NA,15
MEX116449,MEX11140,19/11/2018,NA,0,NA,1
MEX116450,MEX11140,31/08/2016,NA,0,NA,0.25
MEX116451,MEX11141,13/04/2016,NA,0,NA,0.18
MEX116452,MEX11141,13/04/2016,NA,0,NA,0.15
MEX116453,MEX11142,31/08/2016,NA,0,NA,0.29
MEX116454,MEX11142,13/04/2016,NA,0,NA,0.21
MEX116455,MEX11142,25/06/2015,NA,0,NA,0.3
MEX116456,MEX11142,28/05/2014,NA,0,NA,0.4
MEX116457,MEX11142,17/12/2012,NA,0,NA,0.4
MEX116458,MEX11142,28/05/2014,NA,0,NA,0.34
MEX116459,MEX11142,30/10/2017,NA,0,NA,0.36
MEX116460,MEX11142,11/02/2018,NA,0,NA,0.2
MEX116461,MEX11142,28/05/2014,NA,0,NA,0.09
MEX116462,MEX11142,13/03/2015,NA,0,NA,0.52
MEX116463,MEX11142,27/07/2018,NA,0,NA,0.5
MEX116464,MEX11142,13/03/2015,NA,0,NA,1.41
MEX116465,MEX11142,25/06/2015,NA,0,NA,0.34
MEX116466,MEX11142,16/05/2013,NA,0,NA,0.24
MEX116467,MEX11142,25/09/2017,NA,0,NA,0.54
MEX116468,MEX11142,17/12/2012,NA,1,NA,1.36
MEX116469,MEX11142,13/03/2015,NA,0,NA,0.4
MEX116470,MEX11142,27/07/2018,NA,0,NA,0.55
MEX116471,MEX11142,06/09/2013,NA,0,NA,0.19
MEX116472,MEX11142,06/09/2013,NA,0,NA,0.17
MEX116473,MEX11142,17/12/2012,NA,0,NA,0.33
MEX116474,MEX11142,18/08/2014,NA,0,NA,0.57
MEX116475,MEX11142,18/08/2014,NA,0,NA,0.52
MEX116476,MEX11142,25/09/2017,NA,0,NA,0.92
MEX116477,MEX11142,25/09/2017,NA,0,NA,0.62
MEX116478,MEX11142,14/03/2019,NA,0,NA,0.5
MEX116479,MEX11142,06/09/2013,NA,0,NA,0.17
MEX116480,MEX11142,19/11/2018,NA,0,NA,1.1
MEX116481,MEX11142,25/06/2015,NA,0,NA,0.41
MEX116482,MEX11142,16/05/2013,NA,0,NA,0.44
MEX116483,MEX11142,27/07/2018,NA,0,NA,0.5
MEX116484,MEX11142,14/03/2019,NA,0,NA,0.5
MEX116485,MEX11142,30/10/2017,NA,0,NA,0.28
MEX116486,MEX11142,16/05/2013,NA,0,NA,0.4
MEX116487,MEX11142,18/08/2014,NA,0,NA,0.49
MEX116488,MEX11142,14/03/2019,NA,0,NA,0.5
MEX116489,MEX11142,11/02/2018,NA,0,NA,0.3
MEX116490,MEX11142,19/11/2018,NA,0,NA,1.1
MEX116491,MEX11142,30/10/2017,NA,0,NA,0.3
MEX116492,MEX11142,11/02/2018,NA,0,NA,0.3
MEX116493,MEX11143,28/03/2017,NA,0.5,NA,12
MEX116494,MEX11143,22/02/2018,NA,0.5,NA,1.3
MEX116495,MEX11143,04/12/2018,NA,0.5,NA,1.5
MEX116496,MEX11144,04/12/2018,NA,0.5,NA,1.1
MEX116497,MEX11145,29/03/2017,NA,1,NA,8.1
MEX116498,MEX11145,01/08/2018,NA,0.5,NA,4.4
MEX116499,MEX11145,22/02/2018,NA,0.5,NA,1.4
MEX116500,MEX11145,01/08/2018,NA,0.5,NA,4.3
MEX116501,MEX11145,22/02/2018,NA,0.5,NA,1.2
MEX116502,MEX11146,01/08/2018,NA,0.5,NA,6.2
MEX116503,MEX11146,04/12/2018,NA,0.5,NA,1.1
MEX116504,MEX11146,22/02/2018,NA,0.5,NA,1.3
MEX116505,MEX11146,25/09/2017,NA,0.5,NA,8
MEX116506,MEX11146,04/12/2018,NA,0.5,NA,1.5
MEX116507,MEX11146,16/03/2016,NA,0.5,NA,11
MEX116508,MEX11146,16/03/2016,NA,0.5,NA,11
MEX116509,MEX11146,16/03/2016,NA,0.5,NA,10
MEX116510,MEX11146,07/09/2016,NA,0.5,NA,18
MEX116511,MEX11146,01/08/2018,NA,1,NA,4.3
MEX116512,MEX11146,13/02/2019,NA,0.5,NA,3.5
MEX116513,MEX11146,25/09/2017,NA,0.5,NA,7.5
MEX116514,MEX11146,07/09/2016,NA,0.5,NA,29
MEX116515,MEX11146,01/09/2017,NA,0.5,NA,5.3
MEX116516,MEX11146,07/09/2016,NA,0.5,NA,28
MEX116517,MEX11146,07/09/2016,NA,0.5,NA,28
MEX116518,MEX11146,13/02/2019,NA,0.5,NA,2.1
MEX116519,MEX11146,01/09/2014,NA,0.5,NA,100
MEX116520,MEX11146,16/03/2016,NA,0.5,NA,11
MEX116521,MEX11146,01/09/2014,NA,0.5,NA,170
MEX116522,MEX11146,27/03/2014,NA,0.5,NA,33
MEX116523,MEX11146,13/02/2019,NA,0.5,NA,4.8
MEX116524,MEX11146,17/09/2013,NA,0.5,NA,100
MEX116525,MEX11146,27/03/2014,NA,0.5,NA,70
MEX116526,MEX11146,17/09/2013,NA,0.5,NA,200
MEX116527,MEX11146,01/09/2014,NA,0.5,NA,190
MEX116528,MEX11146,27/03/2014,NA,0.5,NA,31
MEX116529,MEX11146,01/09/2014,NA,0.5,NA,200
MEX116530,MEX11146,17/09/2013,NA,0.5,NA,80
MEX116531,MEX11146,17/09/2013,NA,0.5,NA,70
MEX116532,MEX11146,27/03/2014,NA,0.5,NA,32
MEX116533,MEX11146,23/11/2012,NA,0.5,NA,37
MEX116534,MEX11146,08/04/2013,NA,0.5,NA,21
MEX116535,MEX11146,13/08/2015,NA,0.5,NA,45
MEX116536,MEX11146,08/04/2013,NA,0.5,NA,39
MEX116537,MEX11146,08/04/2013,NA,0.5,NA,34
MEX116538,MEX11146,13/08/2015,NA,0.5,NA,60
MEX116539,MEX11146,13/08/2015,NA,0.5,NA,5.5
MEX116540,MEX11146,08/04/2013,NA,0.5,NA,28
MEX116541,MEX11146,23/11/2012,NA,0.5,NA,33
MEX116542,MEX11146,23/11/2012,NA,0.5,NA,24
MEX116543,MEX11146,23/11/2012,NA,0.5,NA,25
MEX116544,MEX11146,13/02/2019,NA,0.5,NA,2.7
MEX116545,MEX11146,08/04/2015,NA,0.5,NA,31
MEX116546,MEX11146,13/08/2015,NA,0.5,NA,32
MEX116547,MEX11146,08/04/2015,NA,0.5,NA,30
MEX116548,MEX11147,26/02/2019,NA,0.5,NA,4.3
MEX116549,MEX11148,04/12/2018,NA,0.5,NA,14
MEX116550,MEX11148,26/02/2019,NA,0.5,NA,8
MEX116551,MEX11148,21/04/2015,NA,0.5,NA,2.6
MEX116552,MEX11148,13/09/2016,NA,0.5,NA,2.5
MEX116553,MEX11149,26/02/2019,NA,0.5,NA,3.7
MEX116554,MEX11149,11/07/2018,NA,0.5,NA,2.3
MEX116555,MEX11149,04/12/2018,NA,0.5,NA,12
MEX116556,MEX11150,26/02/2019,NA,0.5,NA,4.8
MEX116557,MEX11150,28/09/2015,NA,0.5,NA,1.6
MEX116558,MEX11150,21/04/2015,NA,0.5,NA,2
MEX116559,MEX11150,13/09/2016,NA,0.5,NA,2.2
MEX116560,MEX11150,04/12/2018,NA,0.5,NA,10
MEX116561,MEX11150,08/10/2013,NA,0.5,NA,3.4
MEX116562,MEX11150,21/03/2017,NA,0.5,NA,2.9
MEX116563,MEX11150,31/10/2019,NA,0.5,NA,2.6
MEX116564,MEX11150,04/04/2016,NA,0.5,NA,2
MEX116565,MEX11150,28/09/2015,NA,0.5,NA,1
MEX116566,MEX11150,21/03/2017,NA,0.5,NA,2.4
MEX116567,MEX11150,31/10/2019,NA,0.5,NA,3.5
MEX116568,MEX11150,04/12/2018,NA,0.5,NA,8.1
MEX116569,MEX11150,21/03/2017,NA,1,NA,2.4
MEX116570,MEX11150,19/10/2017,NA,0.5,NA,1.1
MEX116571,MEX11150,08/10/2013,NA,0.5,NA,3.9
MEX116572,MEX11150,21/03/2017,NA,0.5,NA,2.3
MEX116573,MEX11150,11/12/2012,NA,0.5,NA,1
MEX116574,MEX11150,19/10/2017,NA,0.5,NA,0.95
MEX116575,MEX11150,28/09/2015,NA,0.5,NA,1.1
MEX116576,MEX11150,16/08/2018,NA,0.5,NA,2.1
MEX116577,MEX11150,28/09/2015,NA,0.5,NA,1.5
MEX116578,MEX11150,19/10/2017,NA,0.5,NA,1.2
MEX116579,MEX11150,08/10/2013,NA,0.5,NA,3.4
MEX116580,MEX11150,08/10/2013,NA,0.5,NA,1.6
MEX116581,MEX11150,11/12/2012,NA,0.5,NA,1.3
MEX116582,MEX11150,19/10/2017,NA,0.5,NA,1.2
MEX116583,MEX11150,16/08/2018,NA,0.5,NA,2.1
MEX116584,MEX11150,16/08/2018,NA,0.5,NA,1.6
MEX116585,MEX11150,16/08/2018,NA,0.5,NA,1.6
MEX116586,MEX11150,01/09/2014,NA,0.5,NA,4.5
MEX116587,MEX11150,11/12/2012,NA,0.5,NA,1.3
MEX116588,MEX11150,01/09/2014,NA,0.5,NA,0.68
MEX116589,MEX11150,03/03/2014,NA,1,NA,2.1
MEX116590,MEX11150,03/03/2014,NA,0.5,NA,1.8
MEX116591,MEX11150,01/09/2014,NA,0.5,NA,0.66
MEX116592,MEX11150,01/09/2014,NA,0.5,NA,0.62
MEX116593,MEX11150,03/03/2014,NA,0.5,NA,2.5
MEX116594,MEX11150,15/05/2013,NA,0.5,NA,2.5
MEX116595,MEX11150,15/05/2013,NA,0.5,NA,3
MEX116596,MEX11150,15/05/2013,NA,0.5,NA,3
MEX116597,MEX11150,03/03/2014,NA,0.5,NA,2
MEX116598,MEX11150,15/05/2013,NA,0.5,NA,1.8
MEX116599,MEX11150,11/12/2012,NA,0.5,NA,1.5
MEX116600,MEX11150,21/04/2015,NA,0.5,NA,1.4
MEX116601,MEX11151,05/12/2018,NA,0,NA,55
MEX116602,MEX11151,25/02/2019,NA,0,NA,25
MEX116603,MEX11151,11/10/2016,NA,0,NA,1.3
MEX116604,MEX11151,05/12/2018,NA,0,NA,33
MEX116605,MEX11151,25/02/2019,NA,0,NA,20
MEX116606,MEX11151,11/10/2016,NA,0,NA,1.2
MEX116607,MEX11151,05/12/2018,NA,0,NA,31
MEX116608,MEX11151,25/02/2019,NA,0,NA,20
MEX116609,MEX11151,11/10/2016,NA,0,NA,1.3
MEX116610,MEX11151,05/06/2018,NA,0,NA,2.6
MEX116611,MEX11151,05/12/2018,NA,0,NA,39
MEX116612,MEX11151,25/02/2019,NA,0,NA,19
MEX116613,MEX11151,02/09/2014,NA,0,NA,0.79
MEX116614,MEX11151,11/10/2016,NA,0,NA,1.3
MEX116615,MEX11151,30/09/2015,NA,0,NA,1.4
MEX116616,MEX11151,23/03/2017,NA,0,NA,1.9
MEX116617,MEX11151,23/03/2017,NA,0,NA,2.7
MEX116618,MEX11151,20/10/2017,NA,0,NA,120
MEX116619,MEX11151,30/09/2015,NA,0,NA,1.4
MEX116620,MEX11151,30/09/2015,NA,0,NA,1.5
MEX116621,MEX11151,31/03/2016,NA,0,NA,2
MEX116622,MEX11151,20/10/2017,NA,0,NA,12
MEX116623,MEX11151,30/09/2015,NA,0,NA,1.2
MEX116624,MEX11151,20/10/2017,NA,0,NA,13
MEX116625,MEX11151,31/03/2016,NA,0,NA,2
MEX116626,MEX11151,02/09/2014,NA,0,NA,0.52
MEX116627,MEX11151,12/12/2012,NA,0,NA,5.5
MEX116628,MEX11151,20/10/2017,NA,0,NA,15
MEX116629,MEX11151,08/08/2018,NA,0,NA,2.2
MEX116630,MEX11151,31/03/2016,NA,0,NA,2
MEX116631,MEX11151,08/08/2018,NA,0,NA,2.8
MEX116632,MEX11151,08/08/2018,NA,0,NA,2.1
MEX116633,MEX11151,12/12/2012,NA,0,NA,4
MEX116634,MEX11151,02/09/2014,NA,0,NA,0.87
MEX116635,MEX11151,08/08/2018,NA,0,NA,2
MEX116636,MEX11151,10/03/2014,NA,0,NA,26
MEX116637,MEX11151,02/09/2014,NA,0,NA,0.89
MEX116638,MEX11151,10/03/2014,NA,0,NA,21
MEX116639,MEX11151,10/03/2014,NA,0,NA,3
MEX116640,MEX11151,26/05/2013,NA,0,NA,7.5
MEX116641,MEX11151,10/03/2014,NA,1,NA,31
MEX116642,MEX11151,22/04/2015,NA,0,NA,1.6
MEX116643,MEX11151,22/04/2015,NA,0,NA,2
MEX116644,MEX11151,22/04/2015,NA,0,NA,1.5
MEX116645,MEX11151,22/04/2015,NA,0,NA,2.1
MEX116646,MEX11151,26/05/2013,NA,0,NA,6.3
MEX116647,MEX11151,26/05/2013,NA,0,NA,4.3
