Unique ID,Unique Lake,sampledate,sample year,deepth sample,Value Flags TURB,TURB (NTU)
MEX120556,MEX11384,09/02/2015,NA,0.5,NA,11
MEX120557,MEX11385,21/04/2016,NA,0.5,NA,314.7
MEX120558,MEX11386,21/04/2016,NA,0.5,NA,304.7
MEX120559,MEX11386,11/12/2012,NA,0.5,NA,91.53
MEX120560,MEX11386,27/04/2017,NA,0.5,NA,384.7
MEX120561,MEX11386,31/10/2018,NA,1,NA,11.6
MEX120562,MEX11386,31/10/2018,NA,0.5,NA,46.7
MEX120563,MEX11386,11/12/2012,NA,0.5,NA,224
MEX120564,MEX11386,27/04/2017,NA,0.5,NA,267
MEX120565,MEX11386,12/06/2018,NA,0.5,NA,329.3
MEX120566,MEX11386,05/04/2018,NA,0.5,NA,99
MEX120567,MEX11386,27/09/2017,NA,0.5,NA,62.9
MEX120568,MEX11386,05/04/2018,NA,0.5,NA,188.2
MEX120569,MEX11386,09/04/2015,NA,0.5,NA,199
MEX120570,MEX11386,12/06/2018,NA,0.5,NA,177.7
MEX120571,MEX11386,13/10/2015,NA,0.5,NA,27.6
MEX120572,MEX11386,03/05/2013,NA,0.5,NA,317
MEX120573,MEX11386,03/05/2013,NA,0.5,NA,437
MEX120574,MEX11386,27/09/2017,NA,0.5,NA,19.9
MEX120575,MEX11386,11/10/2016,NA,0.5,NA,27
MEX120576,MEX11386,03/10/2013,NA,0.5,<,2.5
MEX120577,MEX11386,13/10/2015,NA,0.5,NA,47.7
MEX120578,MEX11386,11/10/2016,NA,0.5,NA,31.8
MEX120579,MEX11386,03/10/2013,NA,0.5,NA,2.86
MEX120580,MEX11386,09/04/2015,NA,0.5,NA,160.8
MEX120581,MEX11386,02/10/2014,NA,0.5,NA,121.5
MEX120582,MEX11386,02/10/2014,NA,0.5,NA,72
MEX120583,MEX11386,27/03/2014,NA,0.5,NA,210
MEX120584,MEX11386,27/03/2014,NA,0.5,NA,228.7
MEX120585,MEX11387,29/09/2017,NA,0.5,NA,21
MEX120586,MEX11387,04/07/2017,NA,0.5,NA,24
MEX120587,MEX11388,29/09/2017,NA,0.5,NA,23
MEX120588,MEX11388,04/07/2017,NA,0.5,NA,22
MEX120589,MEX11388,11/02/2018,NA,0.5,NA,17
MEX120590,MEX11388,11/02/2018,NA,0.5,NA,15
MEX120591,MEX11388,11/08/2018,NA,0.5,NA,26
MEX120592,MEX11389,11/02/2018,NA,0.5,NA,22
MEX120593,MEX11389,07/02/2014,NA,0.5,NA,7.4
MEX120594,MEX11389,29/09/2017,NA,0.5,NA,15
MEX120595,MEX11389,08/10/2013,NA,0.5,NA,17
MEX120596,MEX11389,26/01/2013,NA,0.5,NA,1.4
MEX120597,MEX11389,30/10/2018,NA,0.5,NA,14
MEX120598,MEX11389,08/02/2019,NA,0.5,NA,65
MEX120599,MEX11389,25/01/2013,NA,0.5,NA,1.5
MEX120600,MEX11389,28/10/2019,NA,0.5,NA,8
MEX120601,MEX11389,08/02/2019,NA,0.5,NA,28
MEX120602,MEX11390,25/01/2013,NA,0.5,NA,1.2
MEX120603,MEX11390,30/09/2015,NA,0.5,NA,90
MEX120604,MEX11390,08/10/2013,NA,0.5,NA,18
MEX120605,MEX11390,25/01/2013,NA,0.5,NA,2.4
MEX120606,MEX11390,30/09/2015,NA,0.5,NA,27
MEX120607,MEX11390,08/10/2013,NA,0.5,NA,14
MEX120608,MEX11390,07/02/2014,NA,0.5,NA,8.4
MEX120609,MEX11390,30/09/2015,NA,0.5,NA,26
MEX120610,MEX11390,02/04/2013,NA,0.5,NA,15
MEX120611,MEX11390,07/02/2014,NA,0.5,NA,7
MEX120612,MEX11390,02/04/2013,NA,0.5,NA,16
MEX120613,MEX11390,30/09/2015,NA,0.5,NA,29
MEX120614,MEX11390,07/02/2014,NA,0.5,NA,20
MEX120615,MEX11390,04/05/2016,NA,0.5,NA,18
MEX120616,MEX11390,04/05/2016,NA,0.5,NA,27
MEX120617,MEX11390,04/05/2016,NA,0.5,NA,19
MEX120618,MEX11390,02/04/2013,NA,0.5,NA,26
MEX120619,MEX11390,08/10/2013,NA,0.5,NA,15
MEX120620,MEX11390,02/04/2013,NA,0.5,NA,25
MEX120621,MEX11390,21/10/2014,NA,0.5,NA,50
MEX120622,MEX11390,21/10/2014,NA,0.5,NA,33
MEX120623,MEX11390,21/10/2014,NA,0.5,NA,24
MEX120624,MEX11390,23/03/2015,NA,0.5,NA,25
MEX120625,MEX11390,23/03/2015,NA,0.5,NA,23
MEX120626,MEX11390,21/10/2014,NA,0.5,NA,48
MEX120627,MEX11391,23/03/2017,NA,0.5,NA,495.3
MEX120628,MEX11391,11/04/2018,NA,0.5,NA,383.7
MEX120629,MEX11391,12/12/2012,NA,0.5,NA,146.33
MEX120630,MEX11391,12/12/2012,NA,0.5,NA,129.33
MEX120631,MEX11391,10/04/2014,NA,0.5,NA,162.3
MEX120632,MEX11391,11/03/2019,NA,0.5,NA,17.7
MEX120633,MEX11391,13/08/2013,NA,0.5,NA,487
MEX120634,MEX11391,12/04/2018,NA,0.5,NA,534
MEX120635,MEX11391,05/12/2018,NA,0.5,NA,4.78
MEX120636,MEX11391,29/10/2015,NA,0.5,NA,30.7
MEX120637,MEX11391,08/04/2015,NA,0.5,NA,74.4
MEX120638,MEX11391,07/11/2012,NA,0.5,NA,187
MEX120639,MEX11391,13/06/2018,NA,0.5,NA,577.3
MEX120640,MEX11391,06/12/2018,NA,0.5,NA,59.4
MEX120641,MEX11391,05/12/2018,NA,0.5,NA,91.5
MEX120642,MEX11391,20/05/2013,NA,0.5,<,2.5
MEX120643,MEX11391,20/09/2017,NA,0.5,NA,78.1
MEX120644,MEX11391,10/04/2014,NA,0.5,NA,66.5
MEX120645,MEX11391,12/04/2018,NA,0.5,NA,227
MEX120646,MEX11391,23/03/2017,NA,0.5,NA,386.7
MEX120647,MEX11391,23/03/2017,NA,0.5,NA,377.3
MEX120648,MEX11391,20/09/2017,NA,0.5,NA,251
MEX120649,MEX11391,28/10/2015,NA,0.5,NA,155.5
MEX120650,MEX11391,20/09/2017,NA,0.5,NA,234.7
MEX120651,MEX11391,15/10/2014,NA,0.5,NA,68.2
MEX120652,MEX11391,13/06/2018,NA,0.5,NA,706.7
MEX120653,MEX11391,22/04/2015,NA,0.5,NA,79.5
MEX120654,MEX11391,16/10/2014,NA,0.5,NA,28
MEX120655,MEX11391,09/04/2014,NA,0.5,NA,57.8
MEX120656,MEX11391,28/10/2015,NA,0.5,NA,54.3
MEX120657,MEX11391,15/06/2016,NA,0.5,NA,190
MEX120658,MEX11391,28/09/2016,NA,0.5,NA,102.6
MEX120659,MEX11391,15/06/2016,NA,0.5,NA,229
MEX120660,MEX11391,29/09/2016,NA,0.5,NA,53.7
MEX120661,MEX11391,22/04/2015,NA,0.5,NA,123.5
MEX120662,MEX11391,29/09/2016,NA,0.5,NA,161.8
MEX120663,MEX11391,16/06/2016,NA,0.5,NA,199.3
MEX120664,MEX11391,01/08/2018,NA,0.5,NA,526.6
MEX120665,MEX11392,15/08/2013,NA,0.5,NA,6.46
MEX120666,MEX11392,11/03/2019,NA,0.5,NA,158.8
MEX120667,MEX11392,03/04/2014,NA,0.5,NA,3.82
MEX120668,MEX11392,07/11/2012,NA,0.5,NA,6.66
MEX120669,MEX11392,10/12/2018,NA,0.5,NA,6.95
MEX120670,MEX11392,20/05/2013,NA,0.5,<,2.5
MEX120671,MEX11392,25/01/2018,NA,0.5,NA,3.73
MEX120672,MEX11392,23/08/2016,NA,0.5,NA,7.7
MEX120673,MEX11392,05/06/2018,NA,0.5,NA,7.77
MEX120674,MEX11392,17/08/2017,NA,0.5,NA,6.74
MEX120675,MEX11392,06/10/2014,NA,0.5,NA,3.19
MEX120676,MEX11392,22/03/2016,NA,0.5,NA,8.97
MEX120677,MEX11392,25/02/2015,NA,0.5,NA,3.97
MEX120678,MEX11392,23/02/2017,NA,0.5,NA,8.45
MEX120679,MEX11393,20/12/2018,NA,0.5,NA,16
MEX120680,MEX11393,03/05/2018,NA,0.5,NA,15
MEX120681,MEX11393,14/10/2016,NA,0.5,NA,9.3
MEX120682,MEX11393,10/03/2015,NA,0.5,NA,6.4
MEX120683,MEX11393,28/03/2016,NA,0.5,NA,2.1
MEX120684,MEX11393,21/03/2017,NA,0.5,NA,7.7
MEX120685,MEX11393,27/06/2014,NA,0.5,NA,6.1
MEX120686,MEX11393,28/09/2017,NA,0.5,NA,4.1
MEX120687,MEX11393,24/07/2018,NA,0.5,NA,18
MEX120688,MEX11393,31/07/2015,NA,0.5,NA,1.7
MEX120689,MEX11393,11/03/2019,NA,0.5,NA,16
MEX120690,MEX11393,09/07/2013,NA,0.5,NA,4
MEX120691,MEX11393,02/04/2013,NA,0.5,NA,7.1
MEX120692,MEX11393,22/10/2014,NA,0.5,NA,8.6
MEX120693,MEX11394,20/05/2013,NA,0.5,<,2.5
MEX120694,MEX11394,02/04/2014,NA,0.5,NA,28.8
MEX120695,MEX11394,06/10/2014,NA,0.5,NA,17.2
MEX120696,MEX11394,15/08/2013,NA,0.5,NA,59.1
MEX120697,MEX11394,26/02/2015,NA,0.5,NA,11
MEX120698,MEX11394,10/12/2018,NA,0.5,NA,116.8
MEX120699,MEX11394,19/10/2015,NA,0.5,NA,29.5
MEX120700,MEX11394,22/03/2016,NA,0.5,NA,101.2
MEX120701,MEX11394,26/01/2018,NA,0.5,NA,84.9
MEX120702,MEX11394,16/08/2017,NA,0.5,NA,86.1
MEX120703,MEX11395,20/10/2015,NA,0.5,NA,27.2
MEX120704,MEX11395,26/02/2015,NA,0.5,NA,70.06
MEX120705,MEX11395,02/04/2014,NA,0.5,NA,17.5
MEX120706,MEX11395,26/09/2016,NA,0.5,NA,21.3
MEX120707,MEX11395,08/03/2019,NA,0.5,NA,33.5
MEX120708,MEX11395,10/10/2014,NA,0.5,NA,12.2
MEX120709,MEX11395,19/04/2017,NA,0.5,NA,101.56
MEX120710,MEX11395,01/11/2012,NA,0.5,NA,36.83
MEX120711,MEX11395,01/11/2012,NA,0.5,NA,45.9
MEX120712,MEX11395,21/11/2018,NA,0.5,NA,108.2
MEX120713,MEX11395,16/08/2017,NA,0.5,NA,166.5
MEX120714,MEX11396,31/10/2018,NA,0,NA,35
MEX120715,MEX11396,14/06/2018,NA,0,NA,21
MEX120716,MEX11396,27/10/2017,NA,0,NA,38
MEX120717,MEX11396,18/10/2016,NA,0,NA,20
MEX120718,MEX11396,08/02/2019,NA,0,NA,50
MEX120719,MEX11396,09/02/2018,NA,0,NA,26
MEX120720,MEX11396,07/09/2015,NA,0,NA,26
MEX120721,MEX11396,17/07/2016,NA,0,NA,35
MEX120722,MEX11396,13/03/2013,NA,0,NA,30
MEX120723,MEX11396,09/06/2017,NA,0,NA,45
MEX120724,MEX11396,29/10/2013,NA,0,NA,33
MEX120725,MEX11396,05/09/2014,NA,0,NA,9.4
MEX120726,MEX11396,14/02/2014,NA,0,NA,35
MEX120727,MEX11396,17/02/2015,NA,0,NA,36
MEX120728,MEX11396,18/01/2013,NA,0,NA,55
MEX120729,MEX11397,23/09/2015,NA,0.5,NA,24.1
MEX120730,MEX11398,01/03/2017,NA,0.5,NA,58.2
MEX120731,MEX11398,28/11/2018,NA,0.5,NA,62.5
MEX120732,MEX11399,23/09/2015,NA,0.5,NA,25.8
MEX120733,MEX11400,27/11/2018,NA,0.5,NA,61.8
MEX120734,MEX11401,27/11/2018,NA,0.5,NA,66.6
MEX120735,MEX11401,14/10/2017,NA,0.5,NA,29.6
MEX120736,MEX11401,14/10/2017,NA,0.5,NA,28.8
MEX120737,MEX11401,14/10/2017,NA,0.5,NA,31.7
MEX120738,MEX11401,30/01/2013,NA,0.5,NA,45.5
MEX120739,MEX11401,30/01/2013,NA,0.5,NA,19.2
MEX120740,MEX11401,30/01/2013,NA,0.5,NA,42
MEX120741,MEX11401,30/01/2013,NA,0.5,NA,23.9
MEX120742,MEX11401,29/11/2018,NA,0.5,NA,74.8
MEX120743,MEX11402,27/11/2018,NA,0.5,NA,80.2
MEX120744,MEX11402,06/03/2019,NA,0.5,NA,70.7
MEX120745,MEX11402,13/10/2017,NA,0.5,NA,56.1
MEX120746,MEX11402,29/11/2018,NA,0.5,NA,79.1
MEX120747,MEX11402,13/10/2017,NA,0.5,NA,55.8
MEX120748,MEX11402,01/03/2017,NA,0.5,NA,58.3
MEX120749,MEX11402,18/04/2018,NA,0.5,NA,39.6
MEX120750,MEX11402,01/03/2017,NA,0.5,NA,59.1
MEX120751,MEX11402,29/01/2013,NA,0.5,NA,46.5
MEX120752,MEX11402,29/01/2013,NA,0.5,NA,23.7
MEX120753,MEX11402,13/10/2017,NA,0.5,NA,85.9
MEX120754,MEX11402,29/01/2013,NA,0.5,NA,36
MEX120755,MEX11402,29/01/2013,NA,0.5,NA,19.6
MEX120756,MEX11402,08/06/2016,NA,0.5,NA,61
MEX120757,MEX11402,06/03/2019,NA,0.5,NA,71.1
MEX120758,MEX11402,30/01/2013,NA,0.5,NA,43.7
MEX120759,MEX11402,30/01/2013,NA,0.5,NA,20.9
MEX120760,MEX11402,09/10/2014,NA,0.5,NA,19.9
MEX120761,MEX11402,20/06/2018,NA,0.5,NA,30
MEX120762,MEX11402,09/10/2014,NA,0.5,NA,32.8
MEX120763,MEX11402,30/01/2013,NA,0.5,NA,45.4
MEX120764,MEX11402,30/01/2013,NA,0.5,NA,23.7
MEX120765,MEX11402,05/03/2019,NA,0.5,NA,43.5
MEX120766,MEX11402,08/06/2016,NA,0.5,NA,58.4
MEX120767,MEX11402,08/06/2016,NA,0.5,NA,53
MEX120768,MEX11402,23/09/2015,NA,0.5,NA,39
MEX120769,MEX11402,06/03/2019,NA,0.5,NA,71.6
MEX120770,MEX11402,05/03/2019,NA,0.5,NA,58.7
MEX120771,MEX11402,05/03/2019,NA,0.5,NA,63.3
MEX120772,MEX11402,08/05/2013,NA,0.5,NA,12
MEX120773,MEX11402,07/06/2016,NA,0.5,NA,66
MEX120774,MEX11402,08/05/2013,NA,0.5,NA,20.3
MEX120775,MEX11402,19/06/2018,NA,0.5,NA,25.4
MEX120776,MEX11402,07/05/2013,NA,0.5,NA,25.8
MEX120777,MEX11402,08/05/2013,NA,0.5,NA,17.9
MEX120778,MEX11402,07/05/2013,NA,0.5,NA,26.2
MEX120779,MEX11402,29/09/2016,NA,0.5,NA,45.5
MEX120780,MEX11402,01/03/2017,NA,0.5,NA,52.4
MEX120781,MEX11402,29/09/2016,NA,0.5,NA,45.1
MEX120782,MEX11402,29/09/2016,NA,0.5,NA,43.9
MEX120783,MEX11402,08/06/2016,NA,0.5,NA,64.3
MEX120784,MEX11402,20/06/2018,NA,0.5,NA,25.4
MEX120785,MEX11402,20/06/2018,NA,0.5,NA,28.7
MEX120786,MEX11402,19/06/2018,NA,0.5,NA,32.1
MEX120787,MEX11402,19/06/2018,NA,0.5,NA,54.2
MEX120788,MEX11402,29/09/2016,NA,0.5,NA,42.3
MEX120789,MEX11402,18/04/2018,NA,0.5,NA,44.5
MEX120790,MEX11402,29/09/2016,NA,0.5,NA,45.9
MEX120791,MEX11402,29/09/2016,NA,0.5,NA,43.3
MEX120792,MEX11402,18/04/2018,NA,0.5,NA,42.5
MEX120793,MEX11402,28/05/2014,NA,0.5,NA,31
MEX120794,MEX11402,10/06/2015,NA,0.5,NA,35.8
MEX120795,MEX11402,08/06/2016,NA,0.5,NA,61.7
MEX120796,MEX11402,10/06/2015,NA,0.5,NA,70.3
MEX120797,MEX11402,23/09/2015,NA,0.5,NA,78.7
MEX120798,MEX11402,10/06/2015,NA,0.5,NA,48
MEX120799,MEX11402,27/05/2014,NA,0.5,NA,29
MEX120800,MEX11402,27/05/2014,NA,0.5,NA,31
MEX120801,MEX11402,17/04/2018,NA,0.5,NA,56.7
MEX120802,MEX11402,17/04/2018,NA,0.5,NA,41.3
MEX120803,MEX11402,09/10/2014,NA,0.5,NA,69
MEX120804,MEX11402,09/10/2014,NA,0.5,NA,38
MEX120805,MEX11402,23/09/2015,NA,0.5,NA,35.3
MEX120806,MEX11402,10/06/2015,NA,0.5,NA,43.9
MEX120807,MEX11402,28/05/2014,NA,0.5,NA,38
MEX120808,MEX11402,08/10/2014,NA,0.5,NA,34.1
MEX120809,MEX11402,10/06/2015,NA,0.5,NA,54.5
MEX120810,MEX11402,09/10/2014,NA,0.5,NA,32.7
MEX120811,MEX11402,17/04/2018,NA,0.5,NA,68.1
MEX120812,MEX11402,28/05/2014,NA,0.5,NA,58
MEX120813,MEX11402,01/03/2017,NA,0.5,NA,113.3
MEX120814,MEX11402,10/06/2015,NA,0.5,NA,73
MEX120815,MEX11403,22/02/2019,NA,0.5,NA,5.5
MEX120816,MEX11403,10/09/2017,NA,0.5,NA,16
MEX120817,MEX11404,22/02/2019,NA,0.5,NA,5.9
MEX120818,MEX11404,22/03/2018,NA,0.5,NA,7.3
MEX120819,MEX11404,10/09/2017,NA,0.5,NA,16
MEX120820,MEX11405,10/09/2017,NA,0.5,NA,17
MEX120821,MEX11405,22/02/2019,NA,0.5,NA,1.2
MEX120822,MEX11405,01/03/2017,NA,0.5,NA,6.2
MEX120823,MEX11405,05/07/2018,NA,0.5,NA,50
MEX120824,MEX11405,15/04/2015,NA,0.5,NA,6.6
MEX120825,MEX11405,22/03/2018,NA,0.5,NA,7.2
MEX120826,MEX11405,22/03/2018,NA,0.5,NA,7.3
MEX120827,MEX11405,24/02/2016,NA,0.5,NA,17
MEX120828,MEX11405,05/07/2018,NA,0.5,NA,60
MEX120829,MEX11405,24/02/2016,NA,0.5,NA,14
MEX120830,MEX11405,07/03/2014,NA,0.5,NA,21
MEX120831,MEX11405,24/02/2016,NA,0.5,NA,17
MEX120832,MEX11405,07/03/2014,NA,0.5,NA,19
MEX120833,MEX11405,12/12/2018,NA,1,NA,7.3
MEX120834,MEX11405,05/07/2018,NA,0.5,NA,60
MEX120835,MEX11405,22/09/2016,NA,0.5,NA,18
MEX120836,MEX11405,07/03/2014,NA,0.5,NA,22
MEX120837,MEX11405,15/04/2015,NA,0.5,NA,3.5
MEX120838,MEX11405,21/03/2013,NA,0.5,NA,62.5
MEX120839,MEX11405,09/09/2014,NA,0.5,NA,10
MEX120840,MEX11405,22/09/2016,NA,0.5,NA,22
MEX120841,MEX11405,09/09/2014,NA,0.5,NA,11
MEX120842,MEX11405,08/10/2015,NA,0.5,NA,13
MEX120843,MEX11405,09/09/2014,NA,0.5,NA,13
MEX120844,MEX11405,08/10/2015,NA,0.5,NA,15
MEX120845,MEX11405,12/12/2018,NA,0.5,NA,7.5
MEX120846,MEX11405,12/12/2018,NA,0.5,NA,7.7
MEX120847,MEX11405,17/01/2013,NA,0.5,NA,70
MEX120848,MEX11405,17/01/2013,NA,0.5,NA,140
MEX120849,MEX11405,08/10/2015,NA,0.5,NA,15
MEX120850,MEX11405,15/04/2015,NA,0.5,NA,3.9
MEX120851,MEX11405,22/09/2016,NA,0.5,NA,19
MEX120852,MEX11405,17/01/2013,NA,0.5,NA,80
MEX120853,MEX11405,17/01/2013,NA,0.5,NA,120
MEX120854,MEX11405,17/01/2013,NA,0.5,NA,75
MEX120855,MEX11405,17/01/2013,NA,0.5,NA,145
MEX120856,MEX11405,21/03/2013,NA,0.5,NA,62.5
MEX120857,MEX11405,21/03/2013,NA,0.5,NA,65
MEX120858,MEX11406,12/08/2015,NA,0.5,NA,23
MEX120859,MEX11406,02/05/2016,NA,0.5,NA,27
MEX120860,MEX11406,26/10/2016,NA,0.5,NA,14
MEX120861,MEX11406,12/02/2019,NA,0.5,NA,9.5
MEX120862,MEX11406,27/08/2017,NA,0.5,NA,9.6
MEX120863,MEX11406,16/02/2018,NA,0.5,NA,9
MEX120864,MEX11407,26/10/2016,NA,0.5,NA,14
MEX120865,MEX11407,02/05/2016,NA,0.5,NA,27
MEX120866,MEX11407,27/08/2017,NA,0.5,NA,12
MEX120867,MEX11407,12/02/2019,NA,0.5,NA,9.4
MEX120868,MEX11407,16/02/2018,NA,0.5,NA,9.1
MEX120869,MEX11407,05/07/2018,NA,0.5,NA,16
MEX120870,MEX11407,28/04/2017,NA,0.5,NA,13
MEX120871,MEX11407,28/04/2017,NA,0.5,NA,15
MEX120872,MEX11407,08/11/2018,NA,0.5,NA,12
MEX120873,MEX11407,05/08/2014,NA,0.5,NA,15
MEX120874,MEX11407,07/12/2012,NA,0.5,NA,5
MEX120875,MEX11407,07/12/2012,NA,0.5,NA,25
MEX120876,MEX11407,05/07/2018,NA,0.5,NA,16
MEX120877,MEX11407,05/08/2014,NA,0.5,NA,15
MEX120878,MEX11407,12/08/2015,NA,0.5,NA,22
MEX120879,MEX11407,08/11/2018,NA,0.5,NA,13
MEX120880,MEX11407,07/12/2012,NA,0.5,NA,25
MEX120881,MEX11407,07/12/2012,NA,0.5,NA,4.5
MEX120882,MEX11407,12/04/2013,NA,0.5,NA,18
MEX120883,MEX11407,10/02/2014,NA,0.5,NA,17
MEX120884,MEX11407,12/04/2013,NA,0.5,NA,20
MEX120885,MEX11407,10/02/2014,NA,0.5,NA,24
MEX120886,MEX11407,10/02/2015,NA,0.5,NA,20
MEX120887,MEX11408,25/09/2016,NA,0,NA,35
MEX120888,MEX11408,23/05/2016,NA,0,NA,35
MEX120889,MEX11408,24/01/2018,NA,0,NA,20.9
MEX120890,MEX11408,19/04/2017,NA,0,NA,120.5
MEX120891,MEX11408,26/11/2018,NA,0,NA,38.5
MEX120892,MEX11408,11/08/2017,NA,0,NA,103.7
MEX120893,MEX11408,13/09/2017,NA,0,NA,77.6
MEX120894,MEX11408,28/02/2018,NA,0,NA,83
MEX120895,MEX11408,25/10/2018,NA,0,NA,37.3
MEX120896,MEX11408,31/05/2017,NA,0,NA,163.5
MEX120897,MEX11408,17/07/2016,NA,0,NA,125.3
MEX120898,MEX11408,22/02/2017,NA,0,NA,67.2
MEX120899,MEX11408,30/05/2018,NA,0,NA,143.5
MEX120900,MEX11408,04/04/2018,NA,0,NA,93
MEX120901,MEX11408,03/07/2017,NA,0,NA,231
MEX120902,MEX11408,17/08/2016,NA,0,NA,102.1
MEX120903,MEX11409,18/09/2017,NA,0.5,NA,4.3
MEX120904,MEX11409,16/02/2018,NA,0.5,NA,3
MEX120905,MEX11409,31/07/2018,NA,0.5,NA,0.7
MEX120906,MEX11409,28/10/2019,NA,0.5,NA,4
MEX120907,MEX11409,17/04/2017,NA,0.5,NA,6.7
MEX120908,MEX11409,23/10/2016,NA,0.5,NA,4.2
MEX120909,MEX11409,07/02/2014,NA,0.5,NA,8.2
MEX120910,MEX11409,27/04/2016,NA,0.5,NA,15
MEX120911,MEX11409,24/01/2013,NA,0.5,NA,33
MEX120912,MEX11409,09/10/2013,NA,0.5,NA,7.5
MEX120913,MEX11409,10/08/2015,NA,0.5,NA,20
MEX120914,MEX11409,31/07/2014,NA,0.5,NA,23
MEX120915,MEX11409,05/04/2013,NA,0.5,NA,26
MEX120916,MEX11410,11/10/2016,NA,0,NA,17
MEX120917,MEX11410,15/06/2018,NA,0,NA,14
MEX120918,MEX11410,05/02/2019,NA,0,NA,25
MEX120919,MEX11410,30/10/2018,NA,0,NA,27
MEX120920,MEX11410,16/02/2015,NA,0,NA,18
MEX120921,MEX11411,11/10/2016,NA,0,NA,19
MEX120922,MEX11411,16/02/2015,NA,0,NA,17
MEX120923,MEX11411,05/02/2019,NA,0,NA,25
MEX120924,MEX11411,15/06/2018,NA,0,NA,12
MEX120925,MEX11411,30/10/2018,NA,0,NA,60
MEX120926,MEX11412,16/02/2015,NA,0,NA,16
MEX120927,MEX11412,11/10/2016,NA,0,NA,18
MEX120928,MEX11412,30/10/2018,NA,0,NA,90
MEX120929,MEX11412,05/06/2017,NA,0,NA,13
MEX120930,MEX11412,05/02/2019,NA,0,NA,24
MEX120931,MEX11412,15/06/2018,NA,0,NA,11
MEX120932,MEX11412,11/02/2018,NA,0,NA,16
MEX120933,MEX11412,11/02/2018,NA,0,NA,16
MEX120934,MEX11412,04/10/2017,NA,0,NA,28
MEX120935,MEX11412,28/03/2016,NA,0,NA,13
MEX120936,MEX11412,28/03/2016,NA,0,NA,14
MEX120937,MEX11412,04/09/2015,NA,0,NA,1100
MEX120938,MEX11412,05/06/2017,NA,0,NA,15
MEX120939,MEX11412,13/02/2014,NA,0,NA,14
MEX120940,MEX11412,11/02/2018,NA,0,NA,17
MEX120941,MEX11412,04/09/2015,NA,0,NA,12
MEX120942,MEX11412,04/09/2015,NA,0,NA,19
MEX120943,MEX11412,13/02/2014,NA,0,NA,15
MEX120944,MEX11412,13/02/2014,NA,0,NA,15
MEX120945,MEX11412,01/09/2014,NA,0,NA,9.2
MEX120946,MEX11412,01/09/2014,NA,0,NA,7.7
MEX120947,MEX11412,06/09/2013,NA,0,NA,6.4
MEX120948,MEX11412,01/09/2014,NA,0,NA,7.4
MEX120949,MEX11412,06/09/2013,NA,0,NA,5.5
MEX120950,MEX11412,06/09/2013,NA,0,NA,12
MEX120951,MEX11412,25/03/2013,NA,0,NA,8.7
MEX120952,MEX11412,25/03/2013,NA,0,NA,12
MEX120953,MEX11412,25/03/2013,NA,0,NA,8.6
MEX120954,MEX11413,22/03/2017,NA,0.5,NA,56
MEX120955,MEX11413,22/03/2017,NA,0.5,NA,2.8
MEX120956,MEX11413,19/08/2014,NA,0.5,NA,2.7
MEX120957,MEX11413,21/09/2015,NA,0.5,NA,7.7
MEX120958,MEX11413,07/09/2016,NA,0.5,NA,33
MEX120959,MEX11413,07/04/2014,NA,0.5,NA,25
MEX120960,MEX11413,21/04/2016,NA,0.5,NA,15
MEX120961,MEX11413,25/04/2013,NA,0.5,NA,15
MEX120962,MEX11413,17/03/2015,NA,0.5,NA,4.9
MEX120963,MEX11414,18/08/2017,NA,0.5,NA,1.4
MEX120964,MEX11414,16/10/2018,NA,0.5,NA,65
MEX120965,MEX11414,20/04/2017,NA,0.5,NA,2.4
MEX120966,MEX11414,07/08/2015,NA,0.5,NA,2.4
MEX120967,MEX11414,17/10/2013,NA,0.5,NA,6.5
MEX120968,MEX11414,09/02/2018,NA,0.5,NA,1.7
MEX120969,MEX11414,29/04/2016,NA,0.5,NA,1.7
MEX120970,MEX11414,29/06/2018,NA,0.5,NA,5
MEX120971,MEX11414,11/04/2013,NA,0.5,NA,2
MEX120972,MEX11414,30/07/2014,NA,0.5,NA,0.91
MEX120973,MEX11414,04/02/2014,NA,0.5,NA,1.4
MEX120974,MEX11414,06/02/2019,NA,0.5,NA,1.8
MEX120975,MEX11414,20/03/2015,NA,0.5,NA,2.8
MEX120976,MEX11415,01/11/2018,NA,0.5,NA,15
MEX120977,MEX11415,13/10/2016,NA,0.5,NA,10
MEX120978,MEX11415,09/02/2019,NA,0.5,NA,14
MEX120979,MEX11415,12/06/2018,NA,0.5,NA,2.6
MEX120980,MEX11415,09/02/2019,NA,0.5,NA,4
MEX120981,MEX11416,01/11/2018,NA,0.5,NA,16
MEX120982,MEX11416,09/02/2019,NA,0.5,NA,14
MEX120983,MEX11416,13/10/2016,NA,0.5,NA,10
MEX120984,MEX11416,12/06/2018,NA,0.5,NA,2.6
MEX120985,MEX11417,01/11/2018,NA,0.5,NA,15
MEX120986,MEX11417,08/02/2018,NA,0.5,NA,6.1
MEX120987,MEX11417,13/10/2016,NA,0.5,NA,10
MEX120988,MEX11417,09/02/2019,NA,0.5,NA,14
MEX120989,MEX11417,12/06/2018,NA,0.5,NA,2.6
MEX120990,MEX11417,09/02/2019,NA,0.5,NA,3
MEX120991,MEX11417,06/06/2017,NA,0.5,NA,3.4
MEX120992,MEX11417,06/06/2017,NA,0.5,NA,3.3
MEX120993,MEX11417,06/06/2017,NA,0.5,NA,3.3
MEX120994,MEX11417,05/10/2017,NA,0.5,NA,7.2
